05/25/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		317		174		344		3216		0		0
	2		877		316		175		341		3316		0		0
	3		878		312		175		341		3203		0		0
	4		878		320		175		342		2994		0		0
	5		878		320		173		342		2905		5		0
	6		882		322		173		339		2795		10		0
	7		876		321		172		350		2601		122		0
	8		876		322		168		364		2428		465		42
	9		880		328		168		372		2415		865		208
	10		890		334		168		375		2520		1207		249
	11		904		343		167		377		2481		1463		265
	12		908		347		166		375		2360		1561		259
	13		912		349		157		379		2344		1574		283
	14		909		344		158		396		2490		1576		280
	15		916		325		160		396		2749		1520		272
	16		924		326		160		397		2975		1370		273
	17		916		326		160		397		3276		1080		263
	18		920		325		166		395		3464		709		239
	19		898		323		174		397		3518		289		113
	20		895		327		176		399		3675		54		0
	21		896		344		176		407		3714		0		0
	22		896		346		176		409		3752		0		0
	23		898		342		176		378		3727		0		0
	24		895		347		176		354		3672		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4931		2281		5873		8539		1328				
	2		5030		2280		5253		8359		1077				
	3		4916		2278		4986		7931		1165				
	4		4715		2278		4998		7738		1164				
	5		4623		2280		5016		8005		1015				
	6		4521		2280		5178		8198		1182				
	7		4442		2279		4926		8301		1394				
	8		4664		2280		5495		7701		1621				
	9		5235		2279		5374		8069		1690				
	10		5742		2279		5346		8795		1448				
	11		6000		2279		5421		8826		1934				
	12		5975		2280		5810		8647		2037				
	13		5998		2279		5786		8357		2282				
	14		6153		2277		5520		8193		2495				
	15		6338		2278		5467		8048		2666				
	16		6424		2278		5484		8091		2362				
	17		6418		2278		5705		8187		2398				
	18		6218		2278		5761		8270		2722				
	19		5713		2276		5772		8519		3196				
	20		5525		2275		5576		8476		3518				
	21		5554		2277		6076		9244		3473				
	22		5596		2276		6205		9017		3203				
	23		5538		2277		6060		8327		2736				
	24		5459		2277		5945		8038		1767				
