01/16/15			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1070		337		170		185		147		0		0		
	2		1070		337		170		177		172		0		0		
	3		1067		334		170		141		190		0		0		
	4		1067		341		170		148		152		0		0		
	5		1067		340		170		144		129		0		0		
	6		1067		342		170		191		145		0		0		
	7		1066		348		166		209		106		0		0		
	8		1065		347		164		206		106		558		0		
	9		1063		346		162		204		115		2083		21		
	10		1061		343		165		204		164		2899		8		
	11		1060		348		167		178		129		3272		52		
	12		1059		346		168		176		213		3615		66		
	13		1059		349		167		177		388		3524		0		
	14		1058		347		167		178		591		3229		55		
	15		1060		348		167		180		632		2906		143		
	16		1060		346		168		194		604		1866		157		
	17		1061		347		171		204		510		549		16		
	18		1060		341		172		247		580		0		0		
	19		1062		336		173		247		544		0		0		
	20		1063		334		172		212		515		0		0		
	21		1064		336		173		207		726		0		0		
	22		1064		334		172		206		608		0		0		
	23		1064		324		172		210		606		0		0		
	24		1064		315		172		208		466		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1909		2266		8582		7868		879						
	2		1927		2267		8202		7743		819						
	3		1903		2268		7835		7786		784						
	4		1878		2267		7847		7787		785						
	5		1850		2267		7825		8176		862						
	6		1915		2268		9109		7959		1049						
	7		1895		2267		10180		8991		1426						
	8		2446		2267		11346		8820		1429						
	9		3994		2267		10384		8543		1305						
	10		4844		2267		9475		8533		1439						
	11		5206		2266		9568		8068		1375						
	12		5643		2266		9170		7971		1229						
	13		5663		2265		8823		7935		1275						
	14		5626		2265		8776		7903		1267						
	15		5436		2265		9010		7759		1167						
	16		4395		2265		9686		7985		1263						
	17		2858		2266		10927		8576		1498						
	18		2399		2267		12529		8988		1903						
	19		2362		2267		12494		9304		2129						
	20		2296		2267		12444		8919		1913						
	21		2504		2267		11646		8609		1917						
	22		2384		2267		10578		8821		1814						
	23		2376		2267		9890		8410		1366						
	24		2225		2267		8606		8366		1018						
