07/28/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		876		284		205		194		2008		0		0
	2		877		283		201		168		1484		0		0
	3		881		283		193		165		1471		0		0
	4		881		283		191		164		1516		0		0
	5		881		283		195		169		1530		0		0
	6		881		278		199		179		1568		3		0
	7		881		256		203		184		1469		118		0
	8		881		280		198		203		1222		616		0
	9		882		304		196		230		1012		1276		0
	10		883		321		198		235		965		1841		0
	11		877		320		200		243		649		2396		0
	12		876		323		201		251		460		2714		64
	13		876		325		202		266		555		2893		187
	14		875		328		202		297		628		2801		222
	15		877		327		193		317		785		2977		246
	16		877		331		191		351		1192		2831		255
	17		878		349		192		358		1665		2393		251
	18		878		351		199		354		1908		1710		254
	19		876		349		202		355		2031		801		56
	20		875		348		202		349		2340		180		0
	21		875		350		201		294		2278		0		0
	22		875		342		199		285		2013		0		0
	23		877		341		201		237		1842		0		0
	24		877		335		201		219		1782		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3567		2264		12617		7199		1100				
	2		3013		2264		12192		7286		740				
	3		2993		2261		11967		7115		716				
	4		3035		2257		11594		7216		698				
	5		3058		2257		11649		7463		757				
	6		3108		2259		12327		7830		874				
	7		3112		2260		11882		9053		959				
	8		3400		2263		12974		9097		1360				
	9		3898		2265		14277		9147		1411				
	10		4442		2267		15474		8705		1711				
	11		4684		2266		17197		8297		1825				
	12		4889		2265		17937		8313		2330				
	13		5304		2265		18519		7965		2827				
	14		5353		2261		19458		7802		3632				
	15		5722		2260		20390		7392		4018				
	16		6029		2260		21199		7206		3716				
	17		6086		2260		20773		7890		3788				
	18		5654		2261		20672		7946		4113				
	19		4670		2261		20591		7924		4129				
	20		4296		2263		19305		8406		3828				
	21		3998		2264		18828		8910		3649				
	22		3716		2265		17957		9315		2687				
	23		3498		2267		15999		9012		2049				
	24		3413		2268		14121		8540		1423				
