07/09/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		335		206		227		2887		0		0
	2		879		335		205		191		2664		0		0
	3		883		336		205		155		2239		0		0
	4		884		349		205		165		1696		0		0
	5		885		359		204		179		1879		0		0
	6		885		329		202		218		1976		0		0
	7		885		315		201		211		1893		216		0
	8		884		298		199		228		1642		1131		29
	9		883		315		199		244		1420		2130		225
	10		881		321		199		241		1243		2885		289
	11		881		319		198		253		1146		3210		304
	12		877		320		200		260		1074		3313		309
	13		876		326		201		261		1108		3553		339
	14		858		325		203		253		1165		3640		340
	15		819		327		199		269		1386		3505		339
	16		820		325		193		303		1649		3424		339
	17		823		312		193		321		1799		2994		332
	18		825		301		193		326		2035		2272		319
	19		847		297		193		291		2245		1187		205
	20		863		301		195		261		2569		262		27
	21		881		323		196		246		2443		0		0
	22		882		324		199		247		2231		0		0
	23		882		318		201		210		2094		0		0
	24		884		300		204		207		2252		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4533		2239		9998		9556		1092				
	2		4274		2265		8888		9690		869				
	3		3817		2267		8126		9859		903				
	4		3299		2139		8139		9974		895				
	5		3506		1910		8645		9538		963				
	6		3609		1889		9395		9770		819				
	7		3721		2112		9684		10056		1054				
	8		4411		2236		10394		10392		1072				
	9		5415		2269		11179		10273		1099				
	10		6060		2195		12452		9880		1197				
	11		6312		2028		14289		9681		1218				
	12		6353		1932		15661		9565		1506				
	13		6663		1884		16342		9411		1894				
	14		6784		1881		17046		9176		2767				
	15		6846		1881		17471		9463		3257				
	16		7052		1881		17735		9806		3335				
	17		6773		1883		17741		10206		3710				
	18		6271		1884		17771		10478		3645				
	19		5265		1886		17700		10623		3605				
	20		4477		1887		16836		10737		3536				
	21		4089		1886		16035		11016		3487				
	22		3882		1884		15778		10352		3231				
	23		3705		1881		14216		10318		2152				
	24		3847		1881		11787		10108		1760				
