12/17/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		919		372		216		317		987		0		0
	2		919		372		216		281		1058		0		0
	3		918		372		215		276		1200		0		0
	4		917		371		215		276		1090		0		0
	5		917		371		216		277		1225		0		0
	6		918		368		216		315		1126		0		0
	7		917		364		216		323		1320		0		0
	8		917		358		214		340		1364		96		0
	9		915		364		212		327		1352		281		0
	10		914		361		210		322		1331		376		66
	11		914		363		212		315		1511		488		68
	12		913		360		213		337		1396		697		52
	13		913		361		212		325		1316		688		51
	14		914		356		212		354		1544		615		62
	15		916		359		214		351		1598		370		84
	16		917		366		215		353		1550		140		76
	17		917		369		216		352		1156		7		7
	18		917		366		217		354		936		0		0
	19		918		363		216		355		903		0		0
	20		919		366		216		342		868		0		0
	21		919		364		216		336		870		0		0
	22		920		365		215		294		932		0		0
	23		923		362		215		296		1101		0		0
	24		923		360		216		317		1119		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2808		2202		8814		6945		934				
	2		2843		2069		8381		6545		989				
	3		2978		1929		8171		6506		962				
	4		2867		1790		8206		6597		1048				
	5		3003		1667		8393		6893		1065				
	6		2940		1623		9336		7243		1050				
	7		3137		1623		10472		8135		1330				
	8		3290		1624		11817		8108		1447				
	9		3452		1625		12552		7761		1582				
	10		3580		1624		12724		8010		1570				
	11		3871		1624		12946		7785		1501				
	12		3967		1624		13190		7314		1563				
	13		3866		1624		13186		7250		1454				
	14		4056		1623		12638		7394		1529				
	15		3891		1622		11827		7936		1723				
	16		3617		1620		12274		7720		1861				
	17		3024		1620		13727		7918		1968				
	18		2786		1619		16197		7978		2574				
	19		2753		1619		15917		8748		2458				
	20		2708		1620		15912		8475		2274				
	21		2703		1621		15373		8345		1996				
	22		2722		1623		13809		8521		1868				
	23		2894		1623		12982		7200		1429				
	24		2931		1625		11247		6674		1405				
