12/22/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1017		243		172		212		2098		0		0		
	2		985		245		172		175		2183		0		0		
	3		993		246		172		176		2293		0		0		
	4		936		248		172		178		1975		0		0		
	5		1007		246		172		213		1966		0		0		
	6		1053		246		172		218		1724		0		0		
	7		1054		251		171		247		1512		0		0		
	8		1055		248		167		282		1554		500		0		
	9		1054		247		166		275		1532		1892		0		
	10		1052		253		168		275		1549		2803		8		
	11		1050		247		167		281		1554		3148		128		
	12		1050		237		165		272		1712		3238		283		
	13		1048		241		166		273		1919		3164		310		
	14		1047		241		169		277		2040		3189		271		
	15		1047		240		170		291		2066		2603		313		
	16		1048		242		169		321		2073		1654		219		
	17		1049		240		170		350		2126		0		0		
	18		1051		241		170		388		2049		0		0		
	19		1052		239		171		388		1439		0		0		
	20		1052		244		171		386		1121		0		0		
	21		1052		252		172		347		459		0		0		
	22		1052		262		172		339		161		0		0		
	23		1053		257		172		287		161		0		0		
	24		1054		243		172		240		176		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3743		2143		7152		8112		44						
	2		3759		2145		6963		7635		-102						
	3		3880		2147		6821		7151		-101						
	4		3509		2147		6990		7244		-38						
	5		3604		2149		7322		7317		-14						
	6		3413		2149		7562		7850		531						
	7		3235		2148		8305		8127		1303						
	8		3805		2147		8848		8283		1289						
	9		5165		2148		8965		7450		1467						
	10		6108		2147		8762		7480		1158						
	11		6574		2144		9014		7527		946						
	12		6958		2143		8671		7621		793						
	13		7123		2143		8267		7348		944						
	14		7233		2143		8592		7397		720						
	15		6731		2144		8818		7513		781						
	16		5726		2146		9360		7686		1149						
	17		3934		2146		11027		7763		1929						
	18		3900		2147		12858		8567		2194						
	19		3289		2148		13377		8580		2517						
	20		2974		2148		13394		8506		2336						
	21		2283		2148		13165		8342		2553						
	22		1987		2147		12575		8288		2170						
	23		1929		2147		12733		6652		1709						
	24		1884		2147		10411		7464		1039						
