01/14/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		896		314		210		296		1142		7		0
	2		862		312		209		274		1111		6		0
	3		868		315		210		277		1061		2		0
	4		898		314		210		275		1035		1		0
	5		898		316		210		273		986		1		0
	6		899		312		210		293		804		0		0
	7		870		307		207		308		624		0		0
	8		849		305		205		313		601		126		0
	9		849		306		203		315		612		508		0
	10		855		304		203		333		547		901		30
	11		856		301		203		334		629		1045		31
	12		858		303		206		339		409		1074		28
	13		858		306		210		336		315		1067		25
	14		872		306		210		341		303		1020		26
	15		898		309		210		343		336		833		33
	16		903		310		213		343		388		482		40
	17		902		309		213		351		308		93		11
	18		905		307		213		396		262		0		0
	19		906		307		213		399		324		0		0
	20		919		311		213		402		372		0		0
	21		921		312		214		403		344		2		0
	22		923		312		213		366		382		6		0
	23		925		311		212		328		327		5		0
	24		879		310		210		310		274		1		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2864		2272		11787		4456		1260				
	2		2775		2271		11553		4165		1250				
	3		2732		2270		11678		4075		1246				
	4		2733		2270		11692		4261		1251				
	5		2684		2271		12296		4491		1338				
	6		2514		2273		12890		5587		1639				
	7		2313		2272		14164		6959		2304				
	8		2396		2273		15092		7432		2621				
	9		2791		2274		15037		7218		2433				
	10		3173		2274		14785		6746		2190				
	11		3394		2275		14644		6464		2008				
	12		3210		2272		14080		6716		1928				
	13		3110		2270		14089		6214		1952				
	14		3072		2270		13916		6029		1917				
	15		2956		2267		13518		6000		1984				
	16		2673		2267		13456		6277		2095				
	17		2182		2266		13860		7001		2425				
	18		2071		2266		15724		8295		2863				
	19		2137		2267		16559		8536		3064				
	20		2209		2269		16666		8208		3207				
	21		2194		2272		16392		8342		2648				
	22		2198		2273		15537		7769		2328				
	23		2105		2272		13890		7192		2119				
	24		1980		2269		12781		6405		1820				
