06/14/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		890		302		181		226		2925		0		0
	2		893		302		180		220		2999		0		0
	3		893		302		180		193		2842		0		0
	4		894		302		180		192		2493		0		0
	5		893		304		180		195		2461		0		0
	6		894		304		180		198		2501		0		0
	7		894		296		181		193		2532		383		0
	8		894		309		181		198		2057		1532		40
	9		893		312		179		224		1683		2642		262
	10		892		309		179		233		1221		3344		480
	11		888		310		179		240		1013		3749		545
	12		886		307		178		269		738		3811		551
	13		885		308		177		265		553		3912		548
	14		885		309		179		271		793		3912		552
	15		885		309		173		268		1360		3878		550
	16		883		308		169		266		2086		3633		544
	17		883		309		169		272		3165		3121		523
	18		883		308		170		283		3471		2371		472
	19		883		308		171		270		3198		1196		310
	20		883		306		172		272		3135		235		40
	21		884		306		172		302		3280		0		0
	22		886		304		172		280		3488		0		0
	23		888		306		172		244		3567		0		0
	24		887		308		172		221		3445		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4524		2283		6876		9358		1208				
	2		4593		2283		5893		9241		1063				
	3		4411		2282		5313		9014		1157				
	4		4060		2282		4855		9325		1248				
	5		4033		2282		4789		9489		1182				
	6		4076		2281		4821		9206		1351				
	7		4480		2280		5106		8323		1554				
	8		5210		2281		5769		8132		1755				
	9		6195		2280		5920		8271		1652				
	10		6658		2281		6449		7970		1732				
	11		6924		2282		6851		8367		1658				
	12		6741		2281		7821		8262		1743				
	13		6648		2280		8085		8507		2020				
	14		6902		2278		8364		8279		2388				
	15		7423		2279		8097		8407		2678				
	16		7890		2279		8085		8460		2833				
	17		8442		2279		7794		8452		2869				
	18		7958		2280		7991		8900		2885				
	19		6337		2280		8670		9064		3461				
	20		5043		2280		9497		9013		3412				
	21		4943		2280		9728		9084		3426				
	22		5131		2281		9440		9074		3028				
	23		5176		2280		8825		8699		2049				
	24		5034		2281		7781		8323		1814				
