12/11/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1049		295		180		166		605		0		0		
	2		1049		302		180		132		710		0		0		
	3		1047		300		180		134		867		0		0		
	4		1047		300		180		137		996		0		0		
	5		1047		305		180		149		1157		0		0		
	6		1046		297		180		197		1279		0		0		
	7		1042		269		179		192		1370		0		0		
	8		1036		250		178		199		1381		266		0		
	9		1038		253		177		199		1277		888		0		
	10		1040		251		177		210		756		1532		0		
	11		1042		253		177		211		655		1968		0		
	12		1041		251		176		191		888		2108		0		
	13		1043		254		176		189		961		2160		0		
	14		1051		255		176		199		696		2051		0		
	15		1052		256		177		210		667		1690		0		
	16		1053		269		177		205		801		832		0		
	17		1054		276		175		241		547		0		0		
	18		1056		275		177		278		473		0		0		
	19		1057		281		180		277		737		0		0		
	20		1058		284		180		282		648		0		0		
	21		1022		285		180		237		765		0		0		
	22		1002		284		180		245		735		0		0		
	23		1039		287		180		208		481		0		0		
	24		1052		283		177		206		883		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2294		2259		9144		6855		1006						
	2		2373		2256		8294		6903		980						
	3		2528		2257		8000		6455		1009						
	4		2660		2256		7815		6386		1011						
	5		2838		2255		7926		6580		1018						
	6		3000		2255		8432		7191		1145						
	7		3052		2255		10072		7859		1343						
	8		3311		2255		11286		7532		1602						
	9		3833		2252		11591		7651		1512						
	10		3966		2252		12292		7496		1490						
	11		4306		2252		12733		7146		1395						
	12		4654		2251		12434		7470		1123						
	13		4782		2252		12305		7491		1100						
	14		4428		2253		12433		7568		1231						
	15		4052		2253		12477		7473		1312						
	16		3338		2252		13170		7519		1390						
	17		2293		2252		14283		8065		1876						
	18		2258		2252		16189		8080		2276						
	19		2531		2253		15776		8090		2319						
	20		2452		2253		15130		8039		2369						
	21		2490		2255		14165		8320		2029						
	22		2446		2253		13117		8208		1589						
	23		2194		2254		12006		7416		1410						
	24		2600		2255		9753		7196		1159						
