12/12/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		923		368		146		282		964		0		0
	2		924		371		161		252		912		0		0
	3		924		376		176		254		926		0		0
	4		924		379		190		257		622		0		0
	5		924		381		195		257		582		0		0
	6		924		371		195		295		586		0		0
	7		923		369		169		296		630		0		0
	8		923		367		144		320		737		107		0
	9		919		365		141		338		818		254		0
	10		916		364		142		351		1076		467		31
	11		918		370		142		343		1129		489		40
	12		918		370		143		345		1185		513		31
	13		917		365		144		330		1192		483		9
	14		918		355		142		356		1003		391		0
	15		919		355		149		352		871		248		0
	16		920		356		153		362		705		85		0
	17		919		357		154		388		441		0		0
	18		919		346		152		391		460		0		0
	19		920		335		154		393		575		0		0
	20		920		336		156		377		675		0		0
	21		920		349		164		372		689		0		0
	22		923		357		189		317		517		0		0
	23		924		356		201		296		371		0		0
	24		923		356		205		293		572		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2679		2253		8174		7552		1297				
	2		2616		2253		7998		7048		1273				
	3		2652		2253		7755		6690		1262				
	4		2370		2253		8095		6576		1272				
	5		2337		2254		8305		6851		1206				
	6		2368		2255		8849		7782		1245				
	7		2387		2256		10831		7888		1648				
	8		2599		2258		12091		8098		1698				
	9		2835		2258		12371		7861		1808				
	10		3347		2257		12197		8034		1564				
	11		3430		2255		12344		7951		1569				
	12		3504		2252		12200		7918		1635				
	13		3439		2251		12039		7768		1832				
	14		3165		2250		12228		7968		1623				
	15		2892		2251		12454		7920		1559				
	16		2580		2250		13631		6920		1772				
	17		2259		2252		13977		7799		2132				
	18		2265		2251		16311		7787		2700				
	19		2373		2249		16490		7675		2698				
	20		2460		2252		15940		7859		2473				
	21		2491		2254		14825		8525		2109				
	22		2298		2254		13962		8742		1523				
	23		2142		2257		12472		8168		1184				
	24		2346		2255		10189		7656		1156				
