05/19/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		823		270		194		355		2822		0		0
	2		824		279		193		353		2486		0		0
	3		824		290		194		351		2613		0		0
	4		824		298		194		334		2659		0		0
	5		824		297		194		332		2523		0		0
	6		824		280		194		342		2503		0		0
	7		822		276		195		360		2221		73		0
	8		823		272		194		356		2205		391		42
	9		822		263		191		359		2799		800		253
	10		820		264		191		366		2800		1147		308
	11		820		262		192		365		2445		1392		318
	12		826		269		192		378		1859		1476		319
	13		851		281		190		375		1386		1486		318
	14		851		281		190		383		1378		1483		319
	15		851		281		189		385		1861		1450		322
	16		842		282		189		384		2366		1299		321
	17		883		282		190		381		2708		1005		310
	18		871		280		190		381		2895		622		284
	19		867		281		190		387		2902		219		180
	20		861		280		190		404		2618		0		15
	21		863		280		186		400		2414		0		0
	22		870		280		167		390		2473		0		0
	23		866		276		165		347		2620		0		0
	24		866		279		165		332		2755		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4460		2276		5821		8415		1555				
	2		4133		2277		5372		8411		1535				
	3		4268		2278		4507		8356		1394				
	4		4305		2277		4234		8817		1113				
	5		4167		2278		4267		8805		1133				
	6		4139		2280		4703		8404		1280				
	7		3946		2281		4837		8197		1438				
	8		4284		2279		5265		8244		1292				
	9		5486		2279		5491		8075		1121				
	10		5895		2278		5885		8051		1212				
	11		5792		2278		6552		7468		1740				
	12		5317		2276		6863		7636		2219				
	13		4885		2276		7334		7774		2461				
	14		4884		2277		7514		8106		2408				
	15		5339		2279		6824		8493		2436				
	16		5683		2278		6632		8883		2510				
	17		5759		2278		7193		8296		3116				
	18		5523		2279		7329		8507		3586				
	19		5026		2280		7652		9033		3547				
	20		4388		2279		8358		8860		3663				
	21		4140		2277		8641		9497		4046				
	22		4177		2276		8507		9602		3333				
	23		4271		2277		7678		9388		2047				
	24		4394		2277		7023		8406		1576				
