06/16/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		887		319		209		215		2757		0		0
	2		888		319		208		209		2914		0		0
	3		889		318		208		182		3024		0		0
	4		886		318		209		183		3024		0		0
	5		868		304		209		182		3045		0		0
	6		869		282		206		216		3069		0		0
	7		869		293		203		219		3027		364		0
	8		870		321		203		221		2856		1472		6
	9		871		321		204		223		2651		2603		104
	10		871		326		203		234		2411		3312		218
	11		867		329		202		238		2693		3717		291
	12		869		329		202		246		2815		3872		294
	13		867		332		204		258		2893		3881		321
	14		864		331		205		263		3077		3832		389
	15		864		332		206		268		3223		3871		334
	16		864		334		206		272		3310		3616		312
	17		863		335		205		277		3415		3054		311
	18		864		341		206		293		3393		2299		317
	19		863		329		206		294		3366		1162		162
	20		864		328		205		274		3013		257		17
	21		866		331		205		273		2689		0		0
	22		867		330		204		263		2591		0		0
	23		870		328		204		260		3025		0		0
	24		870		337		205		224		3020		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4387		2278		6431		8196		1053				
	2		4538		2279		5865		7648		997				
	3		4621		2281		5485		7264		1027				
	4		4620		2279		5591		7106		1183				
	5		4609		2278		6125		7297		1194				
	6		4642		2278		6240		8129		1273				
	7		4975		2280		6601		8431		1421				
	8		5949		2279		7336		8267		1499				
	9		6978		2277		8070		7911		1522				
	10		7575		2277		8693		7589		1623				
	11		8338		2277		8906		7494		1552				
	12		8627		2279		9037		7576		1544				
	13		8756		2279		8926		7496		1734				
	14		8962		2280		8924		7508		1992				
	15		9097		2281		9163		7521		2301				
	16		8913		2282		9528		7500		2472				
	17		8460		2281		9491		7969		2584				
	18		7714		2281		9682		8178		2766				
	19		6383		2280		10224		8398		3003				
	20		4957		2280		10907		8574		3175				
	21		4364		2280		11279		8968		3217				
	22		4255		2280		11356		8883		2545				
	23		4687		2283		9617		8533		1940				
	24		4656		2283		7676		8500		1744				
