10/02/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		888		284		171		72		386		0		0
	2		889		297		171		72		330		0		0
	3		889		300		170		72		351		0		0
	4		889		267		169		72		414		0		0
	5		889		281		169		72		386		0		0
	6		890		293		164		68		431		0		0
	7		890		293		167		107		376		0		0
	8		889		266		169		145		378		662		0
	9		888		262		166		150		359		2423		122
	10		888		248		164		152		388		3610		549
	11		886		270		164		153		411		4144		605
	12		885		281		164		155		392		4245		595
	13		884		282		164		161		402		4211		580
	14		883		271		164		161		378		4232		565
	15		882		252		164		162		236		4149		467
	16		882		277		163		161		181		3798		535
	17		882		284		166		167		161		2962		538
	18		883		287		167		202		121		1278		264
	19		884		283		167		202		101		0		2
	20		884		282		165		202		95		0		0
	21		886		283		167		202		123		0		0
	22		886		283		167		166		162		0		0
	23		886		276		167		130		177		0		0
	24		887		270		167		126		162		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1801		2266		15957		6544		420				
	2		1758		2267		14920		6572		394				
	3		1782		2269		14394		6322		381				
	4		1811		2268		13934		6089		402				
	5		1798		2269		14042		6179		412				
	6		1847		2269		15124		5961		511				
	7		1831		2268		16915		7748		775				
	8		2509		2268		17730		7717		639				
	9		4371		2268		16893		7179		653				
	10		5999		2267		16368		7605		691				
	11		6633		2266		16704		7352		788				
	12		6717		2264		17864		7464		852				
	13		6684		2264		18819		7613		998				
	14		6655		2264		20058		8114		1091				
	15		6312		2264		21475		8225		1352				
	16		5997		2264		22937		7993		1730				
	17		5160		2264		24195		8433		1909				
	18		3202		2265		25702		8761		2152				
	19		1639		2266		26373		8906		2030				
	20		1627		2267		26040		9282		2258				
	21		1661		2266		24840		9141		1748				
	22		1664		2265		22848		8890		1255				
	23		1635		2266		20183		7871		973				
	24		1612		2266		17822		7026		629				
