10/16/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		291		160		106		2022		0		0
	2		885		291		160		104		2092		0		0
	3		885		294		160		64		2050		0		0
	4		886		293		160		63		2158		0		0
	5		886		271		160		63		2199		0		0
	6		886		276		159		100		2131		0		0
	7		886		274		159		102		1958		0		0
	8		887		277		155		119		1826		372		0
	9		887		293		159		130		1395		1873		80
	10		886		300		159		131		936		3132		473
	11		885		300		158		130		529		3733		540
	12		884		300		158		131		335		3701		533
	13		883		302		158		138		261		3790		523
	14		883		303		159		132		308		3702		522
	15		884		301		159		131		518		3447		527
	16		883		303		157		133		687		2812		509
	17		883		291		156		136		820		1930		415
	18		883		302		156		156		998		510		108
	19		883		300		157		214		1287		0		0
	20		884		297		156		219		1511		0		0
	21		885		299		155		177		1375		0		0
	22		885		290		155		153		1137		0		0
	23		886		277		157		119		891		0		0
	24		886		276		158		116		806		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3464		1119		6938		4723		724				
	2		3532		1119		5904		4654		636				
	3		3453		1120		5614		4545		945				
	4		3560		1120		5861		4169		646				
	5		3578		1120		6214		4092		653				
	6		3552		1121		6753		4913		715				
	7		3379		1121		8226		5917		937				
	8		3635		1121		8973		5919		1033				
	9		4818		1121		7423		5694		797				
	10		6017		1121		5948		5444		750				
	11		6277		1121		5962		5468		696				
	12		6042		1120		6470		5437		798				
	13		6055		1120		6731		5300		908				
	14		6008		1120		7049		5327		965				
	15		5969		1119		6926		5372		1515				
	16		5484		1119		7510		5726		1578				
	17		4630		1119		9067		5678		1337				
	18		3112		1119		11340		5778		1409				
	19		2841		1119		12260		5832		1817				
	20		3067		1121		11659		6449		1960				
	21		2891		1122		10992		6400		1937				
	22		2621		1122		11073		6138		1513				
	23		2330		1123		11222		5505		1023				
	24		2242		1123		10378		5152		687				
