08/26/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		364		185		155		2317		0		0
	2		885		363		187		114		2155		0		0
	3		885		365		187		115		1890		0		0
	4		885		367		186		114		1678		0		0
	5		885		366		186		114		1385		0		0
	6		885		345		185		162		1167		0		0
	7		885		342		189		164		1037		63		0
	8		885		359		193		180		888		951		0
	9		884		362		194		191		752		2354		84
	10		884		362		191		211		554		3311		263
	11		882		367		188		212		412		3868		287
	12		872		367		190		234		392		3947		300
	13		880		370		193		260		428		4004		327
	14		879		371		200		264		469		3991		313
	15		857		304		201		268		755		4116		244
	16		879		376		203		280		1120		3776		321
	17		877		375		202		288		1420		3139		585
	18		872		375		204		293		1758		2082		575
	19		871		367		205		330		1768		723		211
	20		871		367		206		313		1735		0		0
	21		872		367		203		304		2024		0		0
	22		875		365		202		266		2203		0		0
	23		875		366		201		174		2090		0		0
	24		876		367		201		161		2258		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3906		2257		11847		6159		749				
	2		3703		2257		11351		6004		752				
	3		3441		2257		10849		5996		746				
	4		3230		2259		10806		5923		746				
	5		2937		2261		11281		6076		767				
	6		2744		2263		12374		6176		829				
	7		2681		2264		12938		7093		1050				
	8		3456		2266		13214		7216		1075				
	9		4821		2266		13234		7278		995				
	10		5775		2263		13597		7210		1121				
	11		6216		2261		14410		6908		1535				
	12		6303		2258		15201		6946		1882				
	13		6463		2255		16217		6729		2237				
	14		6488		2251		16574		7453		2085				
	15		6745		2248		16709		7507		2537				
	16		6955		2248		16710		8070		2993				
	17		6886		2250		17157		8351		3021				
	18		6159		2258		17348		8533		3185				
	19		4476		2262		17631		8785		3286				
	20		3491		2264		17823		8950		3083				
	21		3769		2267		17471		9077		3001				
	22		3911		2267		16003		8922		2244				
	23		3706		2268		15004		7669		1682				
	24		3864		2269		13893		6653		923				
