05/30/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		894		276		164		241		1888		0		0
	2		895		271		168		234		1778		0		0
	3		895		271		165		185		1676		0		0
	4		896		274		164		182		1605		0		0
	5		895		263		163		187		1452		124		0
	6		896		252		164		235		1356		132		0
	7		897		256		159		245		1326		508		0
	8		897		278		150		243		1128		1666		88
	9		896		287		147		251		862		2811		414
	10		895		287		147		251		614		3550		500
	11		891		288		147		250		590		3993		522
	12		893		274		156		254		696		4136		526
	13		891		273		166		256		844		4139		574
	14		889		282		169		256		1166		4121		611
	15		888		275		171		267		1369		4079		613
	16		888		286		171		286		1734		3808		610
	17		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		1781		3235		602
	18		890		309		173		[-11059] No Good Data For Calculation		1866		2350		601
	19		890		311		180		302		2061		1015		540
	20		889		304		187		332		2262		101		249
	21		890		316		191		321		2479		0		0
	22		891		315		192		260		2602		0		0
	23		892		319		192		236		2526		0		0
	24		893		318		192		227		2616		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3464		2281		8497		8031		1487				
	2		3346		2281		7595		8174		1261				
	3		3193		2279		6648		8518		1235				
	4		3120		2280		6549		8405		1241				
	5		3085		2280		6926		8430		1244				
	6		3034		2280		7590		8540		1236				
	7		3392		2281		8856		7729		1670				
	8		4450		2280		9895		7285		1874				
	9		5669		2280		10469		6835		1788				
	10		6245		2280		10643		6780		2075				
	11		6682		2280		11300		6787		2062				
	12		6936		2281		11246		7107		2304				
	13		7143		2279		11398		7253		2237				
	14		7494		2279		11808		7300		2323				
	15		7663		2280		12258		7341		2435				
	16		7783		2280		12302		7415		2825				
	17		5618		2280		#VALUE!		7494		#VALUE!				
	18		6189		2281		#VALUE!		7977		#VALUE!				
	19		5299		2282		12823		7892		3502				
	20		4325		2281		12941		7863		3403				
	21		4197		2281		12773		8153		3399				
	22		4260		2281		11818		8764		2762				
	23		4165		2282		10888		8564		1762				
	24		4246		2139		8915		8525		1474				
