05/05/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		924		295		173		316		2273		0		0
	2		923		300		175		313		2318		0		0
	3		923		299		175		313		2303		0		0
	4		922		297		176		312		2165		0		0
	5		923		300		176		312		2154		0		0
	6		923		298		176		312		1776		0		0
	7		922		300		176		323		1532		53		0
	8		921		298		176		328		1686		315		0
	9		920		302		174		350		1882		668		0
	10		917		300		174		351		1794		894		4
	11		916		303		169		353		1875		1018		5
	12		915		301		163		357		1842		1000		4
	13		915		302		170		355		1863		1073		3
	14		915		284		175		368		1963		1058		4
	15		914		298		174		366		1896		1045		4
	16		915		302		174		366		1957		988		3
	17		914		302		175		372		1976		657		0
	18		914		302		175		376		2226		345		0
	19		914		304		176		384		1980		122		0
	20		914		303		176		392		1617		0		0
	21		914		301		176		387		1479		0		0
	22		915		298		175		363		1581		0		0
	23		917		297		174		329		1535		0		0
	24		918		289		174		320		1213		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3978		2271		6615		8305		1393				
	2		4026		2269		5937		8184		1225				
	3		4010		2269		5966		7742		1203				
	4		3869		2270		5663		7761		1190				
	5		3860		2270		5514		7968		1197				
	6		3482		2269		6044		7907		1239				
	7		3306		2269		6460		7248		1473				
	8		3724		2270		5623		7774		1554				
	9		4296		2270		5482		8137		1829				
	10		4433		2269		6110		8132		2083				
	11		4637		2269		6323		8320		1925				
	12		4583		2268		6382		8666		1868				
	13		4681		2267		6496		8364		1932				
	14		4767		2268		6063		8459		2191				
	15		4698		2268		6122		8237		2435				
	16		4705		2266		6431		8046		2361				
	17		4397		2266		6458		8006		2871				
	18		4338		2268		6513		8211		2726				
	19		3879		2269		6891		8574		3054				
	20		3426		2269		7884		9090		3298				
	21		3260		2268		9054		9325		3187				
	22		3334		2269		8163		9444		2893				
	23		3256		2268		7540		8961		2186				
	24		2918		2267		6922		8320		1819				
