05/13/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		893		239		161		239		857		0		0
	2		894		238		161		231		729		0		0
	3		894		246		161		196		487		0		0
	4		894		250		161		192		371		0		0
	5		893		250		161		192		563		0		0
	6		894		248		161		234		763		0		0
	7		893		247		160		246		697		268		0
	8		894		249		159		249		734		1384		34
	9		894		252		158		250		919		2656		279
	10		891		251		159		251		1215		3351		421
	11		890		254		158		252		1185		3736		461
	12		889		252		158		265		1249		3802		560
	13		889		251		154		267		1143		3788		585
	14		890		251		152		270		949		3792		589
	15		890		256		152		270		862		3779		592
	16		890		264		156		281		729		3572		578
	17		890		277		158		290		593		3042		533
	18		889		279		155		333		533		2246		439
	19		889		278		152		340		453		951		256
	20		890		268		153		356		268		0		12
	21		889		261		156		346		428		0		0
	22		890		276		156		274		416		0		0
	23		890		272		156		259		360		0		0
	24		892		270		157		239		363		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2389		2288		9458		7622		1088				
	2		2253		2286		8189		8376		1046				
	3		1984		2286		7338		8808		1073				
	4		1867		2287		7085		8818		1093				
	5		2059		2287		7203		8806		1132				
	6		2299		2287		8036		8429		1125				
	7		2511		2288		8540		8671		1707				
	8		3703		2288		8970		8700		2159				
	9		5408		2288		9609		8393		1663				
	10		6538		2289		10054		8196		1768				
	11		6936		2289		11349		8263		1616				
	12		7175		2287		11665		8487		1602				
	13		7078		2285		12315		8599		1707				
	14		6892		2285		13584		8559		1941				
	15		6801		2284		14462		8856		2037				
	16		6471		2284		15232		9123		2418				
	17		5783		2285		15544		9635		3022				
	18		4873		2284		15984		9888		3236				
	19		3319		2285		16789		9913		3419				
	20		1947		2287		17239		10104		3106				
	21		2081		2287		17349		10175		2887				
	22		2013		2286		16185		10106		2266				
	23		1937		2287		13532		10115		1565				
	24		1921		2286		10810		9929		1327				
