05/08/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		884		291		192		329		2821		0		0
	2		884		308		195		325		2993		0		0
	3		884		314		197		324		3088		0		0
	4		884		314		194		324		3089		0		0
	5		885		318		195		322		3184		0		0
	6		885		316		195		322		3015		0		0
	7		879		313		192		334		2731		42		0
	8		871		309		179		332		2491		300		14
	9		856		311		180		351		2383		689		229
	10		830		307		187		360		2273		907		294
	11		829		310		189		356		2014		1061		305
	12		808		285		175		365		1560		1225		306
	13		833		309		181		367		1354		1299		304
	14		891		311		191		380		1332		1235		306
	15		883		315		193		389		1532		1123		189
	16		856		313		191		401		2092		1002		110
	17		858		313		183		400		2830		711		126
	18		859		313		183		398		3337		386		103
	19		879		313		182		393		3490		119		48
	20		879		313		187		386		3258		0		0
	21		879		315		186		382		3333		0		0
	22		880		316		186		367		3360		0		0
	23		882		315		185		338		3338		0		0
	24		883		308		186		321		3391		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4514		2264		5963		8175		1255				
	2		4703		2263		5424		8156		1121				
	3		4804		2263		5435		7494		1180				
	4		4803		2264		5444		7220		1294				
	5		4901		2265		5582		7711		1191				
	6		4731		2263		5995		8449		1492				
	7		4490		2262		7182		8379		1723				
	8		4495		2264		7612		9302		1945				
	9		4997		2266		8014		9152		2137				
	10		5158		2265		8309		9433		2103				
	11		5063		2265		8868		9547		2026				
	12		4723		2266		9430		9264		2211				
	13		4648		2264		9225		9063		2378				
	14		4646		2262		9210		8965		2455				
	15		4624		2263		9237		8608		2704				
	16		4966		2264		9140		8182		2687				
	17		5421		2264		8514		8072		2736				
	18		5579		2264		8568		7728		2845				
	19		5424		2267		8536		7832		2899				
	20		5027		2266		9230		8362		2910				
	21		5093		2267		9576		8966		3339				
	22		5106		2267		8483		9108		3182				
	23		5054		2267		7266		8705		2367				
	24		5086		2267		6378		8262		1597				
