12/24/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		921		363		200		297		2133		2		0
	2		923		366		200		263		1977		2		0
	3		923		365		200		264		1710		1		0
	4		922		365		201		263		1811		1		0
	5		923		366		201		260		1817		1		0
	6		923		364		201		298		1493		1		0
	7		922		360		201		301		1572		2		0
	8		922		356		200		319		2250		67		0
	9		920		357		199		329		2520		382		0
	10		919		352		198		326		2021		690		45
	11		918		352		197		327		2185		843		51
	12		918		351		197		324		2333		882		51
	13		917		342		198		327		2224		875		50
	14		918		361		199		332		1999		785		59
	15		919		361		199		334		1951		581		80
	16		919		357		200		334		1860		257		80
	17		919		358		200		329		1846		22		7
	18		918		356		199		369		2453		0		0
	19		919		356		199		374		2770		0		0
	20		920		358		200		378		2420		0		0
	21		921		365		200		378		1636		0		0
	22		923		368		199		337		652		0		0
	23		925		371		199		318		175		0		0
	24		925		372		198		315		266		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3917		2261		7756		5822		1804				
	2		3731		2262		7725		5108		1890				
	3		3463		2263		7482		4879		1944				
	4		3563		2263		7214		5003		1809				
	5		3569		2263		7213		5159		1762				
	6		3280		2265		7591		5671		1807				
	7		3359		2265		7418		6745		1748				
	8		4113		2265		7389		6850		1814				
	9		4704		2265		7904		6807		1980				
	10		4547		2265		9882		5195		2483				
	11		4873		2264		8968		5806		2219				
	12		5057		2264		7996		6447		2249				
	13		4934		2263		7690		6646		2143				
	14		4652		2263		8093		6104		2143				
	15		4424		2263		8334		6070		1965				
	16		4007		2263		8407		6320		2130				
	17		3680		2264		9063		7103		2257				
	18		4291		2264		10258		7793		2890				
	19		4615		2265		10237		7433		2739				
	20		4272		2266		10391		6909		2552				
	21		3495		2266		11163		6441		2366				
	22		2475		2265		10974		6871		2453				
	23		1979		2266		10914		6254		2370				
	24		2067		2266		9821		6390		1854				
