04/23/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		871		278		208		247		3706		0		0
	2		868		277		209		247		3851		0		0
	3		841		278		209		247		3734		0		0
	4		840		279		210		247		3499		0		0
	5		840		278		201		247		2742		0		0
	6		840		275		197		247		1721		0		0
	7		838		272		196		256		1316		30		0
	8		837		270		200		272		1425		296		0
	9		835		262		202		282		1714		717		159
	10		833		249		201		291		2055		970		274
	11		833		258		207		295		2049		1140		288
	12		843		277		200		303		1862		1210		291
	13		839		259		201		310		1247		1215		291
	14		837		256		206		317		879		1205		288
	15		831		261		205		318		583		1173		291
	16		830		247		204		317		376		1050		300
	17		830		262		206		316		100		825		297
	18		830		261		209		322		186		508		273
	19		829		261		208		325		222		146		133
	20		830		262		211		325		343		0		5
	21		831		262		210		322		522		0		0
	22		833		262		209		313		706		0		0
	23		841		261		208		290		904		0		0
	24		842		262		208		265		1015		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5306		2277		7318		6647		1354				
	2		5450		2276		6629		6436		1259				
	3		5304		2277		6542		5892		1343				
	4		5071		2277		6579		5941		1324				
	5		4305		2277		7088		6340		1385				
	6		3277		2277		8942		6504		1722				
	7		2908		2278		9908		6684		1967				
	8		3301		2277		10497		7020		2073				
	9		4170		2275		10958		6777		1859				
	10		4873		2275		10342		7316		2160				
	11		5071		2273		10831		7060		2371				
	12		4986		2271		10816		7515		2395				
	13		4362		2270		11587		7212		2834				
	14		3989		2271		11874		7397		3259				
	15		3662		2274		12408		7766		3155				
	16		3324		2274		12682		7856		3417				
	17		2837		2276		12730		8178		3480				
	18		2588		2276		12941		8339		3190				
	19		2124		2276		12888		8713		3171				
	20		1977		2276		12739		9136		3580				
	21		2138		2274		13283		8982		3882				
	22		2321		2273		12855		8183		3324				
	23		2499		2272		11204		8043		2236				
	24		2589		2274		9963		7382		1687				
