09/13/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		877		360		202		159		952		0		0
	2		876		360		202		125		931		0		0
	3		877		359		202		125		1076		0		0
	4		877		361		202		116		1008		0		0
	5		877		361		201		103		912		0		0
	6		877		363		201		102		792		0		0
	7		876		352		200		102		695		7		0
	8		877		343		200		104		664		780		0
	9		875		360		196		154		530		2392		162
	10		874		363		199		162		353		3407		422
	11		873		363		197		168		301		3928		484
	12		872		344		197		191		193		4108		462
	13		872		340		191		189		226		4079		454
	14		871		358		190		207		318		4083		446
	15		870		350		196		214		359		4042		413
	16		870		339		195		267		335		3659		373
	17		870		342		197		264		641		2850		435
	18		870		341		197		270		911		1664		340
	19		870		341		196		269		1179		302		48
	20		871		342		197		234		1344		0		0
	21		871		342		197		208		1534		0		0
	22		872		342		196		204		1946		0		0
	23		873		342		198		176		2057		0		0
	24		875		341		199		171		2006		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2549		2269		13932		7774		581				
	2		2493		2269		13374		6852		522				
	3		2639		2269		12846		6040		516				
	4		2564		2268		12096		6368		535				
	5		2453		2268		11966		6359		517				
	6		2334		2268		12121		6314		594				
	7		2232		2264		11050		7611		591				
	8		2967		2263		10954		7436		621				
	9		4668		2263		11427		7340		666				
	10		5780		2263		12330		7513		722				
	11		6314		2264		13527		7552		930				
	12		6367		2266		14894		8022		1237				
	13		6350		2264		17166		7881		1420				
	14		6472		2264		19134		7673		1701				
	15		6444		2264		19577		8442		2287				
	16		6038		2263		20352		8774		2844				
	17		5598		2262		20660		9170		3125				
	18		4593		2262		20622		9751		3184				
	19		3205		2263		20881		9666		2971				
	20		2988		2263		20612		9464		2931				
	21		3153		2262		19751		9232		2531				
	22		3560		2259		17856		8799		2045				
	23		3646		2259		16114		8446		1189				
	24		3592		2260		14696		7660		711				
