05/27/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		891		327		192		213		3932		0		0
	2		893		323		190		214		3803		0		0
	3		894		322		189		214		3593		0		0
	4		894		328		189		213		3646		0		0
	5		894		330		189		213		3581		0		0
	6		895		314		189		213		3563		0		0
	7		893		331		187		227		3237		339		0
	8		892		332		177		231		2854		1397		93
	9		894		333		175		239		2609		2496		477
	10		891		335		175		239		2296		3282		584
	11		891		336		175		241		1758		3775		597
	12		890		334		177		267		1439		3916		598
	13		886		336		179		283		1322		3917		575
	14		886		336		183		277		1624		3903		565
	15		886		331		183		283		2401		3864		545
	16		886		319		183		287		2910		3575		534
	17		886		321		190		287		3238		2995		471
	18		883		325		193		304		3282		2145		360
	19		884		326		197		307		3389		1017		218
	20		885		330		196		301		3489		146		20
	21		887		329		195		284		3546		0		0
	22		888		326		196		272		3510		0		0
	23		889		319		196		221		3486		0		0
	24		892		317		198		211		3670		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5555		2282		6449		7872		1219				
	2		5423		2281		5678		7707		1157				
	3		5211		2281		5335		7650		1176				
	4		5270		2282		5380		7331		1199				
	5		5207		2281		5516		7482		1157				
	6		5173		2282		6369		7637		1191				
	7		5213		2283		7161		7974		1576				
	8		5975		2282		8177		7901		1848				
	9		7224		2283		9158		7268		1722				
	10		7802		2282		9838		7247		1904				
	11		7774		2282		11464		6906		2062				
	12		7621		2282		12304		7094		2231				
	13		7498		2282		12845		7317		2355				
	14		7774		2281		13763		7037		2438				
	15		8494		2280		13995		6851		2459				
	16		8693		2278		14175		6816		2810				
	17		8388		2278		14904		6764		2819				
	18		7492		2278		15247		6760		3095				
	19		6338		2280		15409		6877		3085				
	20		5368		2283		15152		7016		3244				
	21		5240		2283		14836		7398		3375				
	22		5192		2284		13246		8154		2865				
	23		5112		2287		11648		7814		2025				
	24		5288		2287		9261		7602		1612				
