04/13/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		900		215		164		288		2793		0		0
	2		899		216		164		286		2938		0		0
	3		899		223		164		284		2847		0		0
	4		895		244		164		284		2547		0		0
	5		865		240		164		282		2332		0		0
	6		867		232		164		282		2475		0		0
	7		868		231		164		297		2355		14		0
	8		786		234		164		318		2137		238		0
	9		776		231		164		323		1938		700		135
	10		775		233		164		326		2008		1065		127
	11		774		236		164		333		2465		1318		119
	12		774		244		161		337		2669		1426		246
	13		774		236		160		348		3046		1450		245
	14		774		218		160		354		3194		1447		269
	15		773		229		164		353		3350		1409		165
	16		773		233		164		352		3399		1243		108
	17		773		227		159		355		3611		980		74
	18		816		229		159		359		3410		626		37
	19		871		228		163		350		3537		187		0
	20		898		241		164		352		3611		0		0
	21		897		232		157		350		3523		0		0
	22		898		244		154		350		3543		0		0
	23		901		247		154		339		3305		0		0
	24		901		247		154		300		3429		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4358		2282		5736		7932		1744				
	2		4500		2282		5482		7717		1462				
	3		4415		2282		5238		7576		1516				
	4		4131		2281		5213		7664		1396				
	5		3881		2282		5430		7650		1493				
	6		4017		2281		5505		7823		1520				
	7		3930		2281		5427		8360		1881				
	8		3875		2281		5939		8306		2146				
	9		4267		2280		6346		8422		2250				
	10		4698		2280		6479		8532		2441				
	11		5408		2280		6073		8432		2410				
	12		5858		2279		6157		8199		2194				
	13		6259		2279		6068		7912		2009				
	14		6417		2279		5925		7820		1916				
	15		6442		2278		5970		7779		1734				
	16		6272		2278		6056		7690		1848				
	17		6179		2278		6177		7665		1939				
	18		5637		2278		6026		8088		2470				
	19		5337		2280		6039		8359		3003				
	20		5279		2281		6452		8685		3561				
	21		5161		2281		7420		8664		3551				
	22		5186		2280		7012		8579		3066				
	23		4941		2281		6521		8449		2374				
	24		5029		2282		5796		8039		1774				
