10/17/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		277		165		92		821		0		0
	2		886		276		165		58		795		0		0
	3		887		275		165		58		887		0		0
	4		886		281		165		58		990		0		0
	5		886		281		166		58		1008		0		0
	6		885		263		164		98		926		0		0
	7		885		254		163		97		972		0		0
	8		885		270		157		95		1080		240		0
	9		884		291		158		106		819		1460		1
	10		884		301		153		108		654		2580		153
	11		884		318		151		107		604		3181		240
	12		883		308		156		107		520		3572		323
	13		882		309		160		100		348		3698		232
	14		881		309		164		100		451		3764		166
	15		881		313		166		100		592		3339		60
	16		881		341		165		103		827		2688		106
	17		880		337		165		128		1711		2065		113
	18		880		336		165		183		2115		485		0
	19		880		339		166		202		2013		0		0
	20		880		330		167		194		1791		0		0
	21		881		306		167		166		1665		0		0
	22		881		309		167		133		1625		0		0
	23		880		316		167		119		1762		0		0
	24		881		318		167		120		2014		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2241		1123		8782		5175		654				
	2		2181		1122		8669		4711		595				
	3		2272		1122		8337		4293		568				
	4		2380		1122		7866		4289		570				
	5		2399		1122		7975		4485		602				
	6		2336		1123		8952		4900		668				
	7		2371		1123		9979		5977		876				
	8		2726		1122		10354		6074		909				
	9		3719		1123		8681		6187		846				
	10		4833		1124		6950		6154		834				
	11		5484		1126		6852		5757		773				
	12		5868		1123		6105		5727		824				
	13		5730		1121		6384		5482		906				
	14		5836		1119		6222		5259		1234				
	15		5450		1118		7106		5032		1496				
	16		5112		1118		7268		5454		1639				
	17		5399		1118		6561		5620		1457				
	18		4164		1118		8207		5816		1644				
	19		3600		1119		9549		6092		1698				
	20		3361		1120		10619		6043		1718				
	21		3185		1121		10172		6156		1588				
	22		3114		1121		9802		6137		1109				
	23		3244		1122		9737		5374		881				
	24		3500		1122		8203		4977		677				
