05/04/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		894		264		168		232		2559		0		0
	2		894		262		168		229		2358		0		0
	3		894		259		169		221		2377		0		0
	4		895		258		169		184		2656		0		0
	5		895		258		169		183		2614		0		0
	6		895		258		167		183		3070		0		0
	7		896		260		158		237		2853		186		0
	8		896		263		158		250		2192		1242		9
	9		894		262		158		257		1676		2557		236
	10		892		263		157		259		1336		3327		280
	11		891		268		156		264		1269		3762		272
	12		890		269		156		269		1473		3828		243
	13		889		268		157		267		1774		3847		211
	14		888		267		161		273		1920		3786		176
	15		887		267		166		289		2164		3594		96
	16		888		267		167		287		2258		3413		0
	17		885		266		167		289		2639		2906		0
	18		886		268		167		287		3114		1949		0
	19		886		268		167		293		3457		751		0
	20		889		268		168		314		3256		0		0
	21		890		267		169		346		3002		0		0
	22		891		266		169		330		2721		0		0
	23		891		264		168		326		2348		0		0
	24		892		262		169		260		2223		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4116		2288		6816		7782		1194				
	2		3911		2287		5733		7957		1167				
	3		3919		2289		5197		7747		1000				
	4		4162		2290		4618		8089		1078				
	5		4120		2289		4911		7839		941				
	6		4574		2289		4722		7840		888				
	7		4589		2289		4007		7995		1063				
	8		5010		2290		3925		8141		1175				
	9		6040		2288		4126		7835		1242				
	10		6514		2287		4782		7717		1562				
	11		6882		2288		5104		7261		1625				
	12		7127		2288		4986		7749		1521				
	13		7413		2286		5086		7895		1403				
	14		7472		2287		5329		7936		1552				
	15		7463		2289		5798		7840		1730				
	16		7279		2288		6203		8031		1919				
	17		7153		2289		6918		8062		1858				
	18		6671		2289		7117		8647		1959				
	19		5822		2288		7970		8620		2064				
	20		4895		2289		8561		8655		2527				
	21		4674		2288		9231		8932		2723				
	22		4377		2286		8622		9257		2300				
	23		3999		2285		7875		8901		1756				
	24		3806		2286		7173		7934		1390				
