09/28/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		883		264		170		164		2695		0		0
	2		884		263		170		163		2549		0		0
	3		885		267		171		158		2626		0		0
	4		885		265		170		124		2278		0		0
	5		885		265		170		126		1820		0		0
	6		885		266		170		132		1655		0		0
	7		885		273		168		120		1353		0		0
	8		885		271		168		112		1040		633		0
	9		886		272		170		127		1019		2309		144
	10		885		272		170		166		1172		3508		465
	11		884		274		170		161		1464		4065		513
	12		883		273		170		156		1429		4215		504
	13		883		272		170		156		1299		4206		492
	14		883		274		170		153		1414		4135		451
	15		881		274		170		154		1694		4016		358
	16		881		274		171		157		1828		3415		224
	17		882		273		172		182		1793		2542		169
	18		881		273		172		190		1462		1177		127
	19		882		275		172		203		1263		0		3
	20		883		274		173		236		1185		0		0
	21		883		274		173		196		965		0		0
	22		884		272		173		185		864		0		0
	23		883		269		173		158		844		0		0
	24		883		264		173		158		874		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4176		2273		8829		5621		792				
	2		4030		2273		8698		5132		703				
	3		4105		2274		8096		5099		701				
	4		3723		2274		8076		5125		733				
	5		3266		2275		8387		5204		750				
	6		3108		2274		8959		5062		763				
	7		2799		2275		9104		5703		814				
	8		3109		2276		9180		5574		778				
	9		4925		2277		8456		5597		766				
	10		6638		2279		7738		5444		673				
	11		7531		2280		7586		5419		656				
	12		7630		2279		7922		5139		757				
	13		7479		2277		8297		5061		812				
	14		7480		2274		8495		5157		806				
	15		7547		2272		8775		5118		954				
	16		6951		2269		9447		5146		1336				
	17		6013		2270		9835		6018		1444				
	18		4283		2271		10900		6727		1715				
	19		2797		2272		12004		7313		1973				
	20		2751		2274		12568		8238		2192				
	21		2491		2273		13081		7503		2104				
	22		2377		2271		12593		7367		1459				
	23		2327		2271		11630		6910		1033				
	24		2352		2271		11048		5966		606				
