10/04/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		882		285		166		110		201		0		0
	2		882		290		166		73		171		0		0
	3		882		286		163		71		146		0		0
	4		882		288		163		73		134		0		0
	5		882		290		163		72		132		0		0
	6		882		288		162		112		138		0		0
	7		882		292		162		111		145		0		0
	8		878		294		164		123		139		600		0
	9		873		295		164		125		133		2189		37
	10		871		294		165		126		161		2895		286
	11		872		288		163		127		169		3517		391
	12		877		288		160		127		217		3825		462
	13		876		290		161		127		273		3561		442
	14		875		292		161		128		241		3802		393
	15		875		297		161		136		190		3757		209
	16		877		298		162		139		176		3452		141
	17		878		300		162		141		162		2629		148
	18		879		299		163		175		125		1067		87
	19		880		302		161		170		280		0		0
	20		881		302		161		179		430		0		0
	21		881		299		163		173		377		0		0
	22		881		299		163		138		329		0		0
	23		882		300		166		134		288		0		0
	24		877		297		166		131		250		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1644		2257		16908		6183		496				
	2		1581		2257		15767		5790		411				
	3		1549		2259		14973		5178		392				
	4		1542		2261		14550		5003		386				
	5		1540		2262		14358		5128		362				
	6		1582		2263		14563		5242		361				
	7		1593		2259		15128		6410		389				
	8		2198		2257		14869		6004		443				
	9		3816		2257		14403		6081		502				
	10		4797		2256		14680		6178		511				
	11		5527		2257		15242		6195		717				
	12		5956		2257		15876		7033		909				
	13		5731		2257		17738		7127		910				
	14		5893		2258		19504		7071		969				
	15		5625		2256		21069		7448		1310				
	16		5245		2150		22935		7398		1575				
	17		4421		1941		24418		7722		1719				
	18		2795		1730		25707		8489		1943				
	19		1793		1550		25823		8797		1848				
	20		1953		1439		25378		9011		1798				
	21		1894		1351		23879		9148		1446				
	22		1810		1293		21962		9064		1395				
	23		1771		1227		20193		7769		1198				
	24		1721		1192		18620		7448		770				
