07/14/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		308		208		162		3082		0		0
	2		890		308		207		138		2290		0		0
	3		889		309		206		127		1568		0		0
	4		888		309		206		127		993		0		0
	5		888		323		206		127		660		0		0
	6		887		320		204		165		412		0		0
	7		886		316		204		175		320		138		0
	8		885		321		204		212		251		678		0
	9		882		322		204		227		198		1179		0
	10		882		325		204		224		169		1869		0
	11		879		321		204		224		232		2464		2
	12		879		331		203		257		205		3038		57
	13		877		341		205		273		284		3037		194
	14		875		341		205		273		341		2866		251
	15		876		342		205		320		405		2678		262
	16		878		350		205		340		542		2298		265
	17		878		361		200		356		765		1931		221
	18		880		365		200		358		811		1218		226
	19		882		361		201		359		688		642		61
	20		880		363		202		333		1583		139		0
	21		883		359		201		291		2291		0		0
	22		882		343		199		264		2456		0		0
	23		882		334		194		220		2221		0		0
	24		885		344		194		195		2016		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4646		1896		11311		8490		845				
	2		3832		1896		11156		8423		846				
	3		3100		1895		11135		8439		818				
	4		2523		1893		11073		8728		806				
	5		2204		1891		11788		8668		822				
	6		1990		1890		12627		9018		841				
	7		2039		1890		13224		9268		1108				
	8		2551		1890		14309		9017		1578				
	9		3012		1890		15995		8778		1518				
	10		3673		1890		16861		8737		1702				
	11		4325		1890		17547		8465		2130				
	12		4970		1892		18098		8351		2174				
	13		5210		1890		19035		7297		2973				
	14		5152		1889		20093		6937		3527				
	15		5089		1888		20964		6616		3816				
	16		4879		1886		21825		6849		3796				
	17		4711		1884		22112		6985		3890				
	18		4058		1883		21823		7060		4094				
	19		3194		1885		21599		7139		3903				
	20		3499		1887		20099		7244		3634				
	21		4026		1889		18170		8556		3613				
	22		4143		1888		17669		8427		2964				
	23		3851		1888		16381		8338		2074				
	24		3634		1888		14895		8082		1204				
