04/02/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		925		277		205		336		3218		0		0
	2		925		276		205		339		3130		0		0
	3		925		276		204		341		3072		0		0
	4		925		280		203		342		3015		0		0
	5		925		282		203		343		3039		0		0
	6		926		276		203		342		2906		0		0
	7		925		272		203		345		2633		2		0
	8		924		273		202		352		2328		159		0
	9		922		275		189		380		2083		535		98
	10		920		275		188		410		1420		874		265
	11		919		279		187		415		732		1123		286
	12		918		278		188		415		439		1200		281
	13		918		290		188		406		409		1224		267
	14		917		284		187		404		326		1234		259
	15		917		278		192		402		915		1233		220
	16		917		282		195		400		1771		1168		249
	17		916		289		199		397		1976		917		245
	18		916		283		202		399		2359		536		170
	19		916		284		202		389		2627		0		66
	20		917		283		201		396		2873		0		0
	21		917		278		202		377		2813		0		0
	22		919		274		202		374		2783		0		0
	23		922		281		201		359		2774		0		0
	24		922		258		200		338		2637		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4957		2269		6812		6512		1214				
	2		4872		2269		6237		6300		1216				
	3		4815		2270		6228		5962		1123				
	4		4762		2271		6175		6021		1038				
	5		4788		2271		6275		6267		1149				
	6		4650		2271		6689		6982		1393				
	7		4379		2270		7404		7693		2051				
	8		4238		2271		8286		7914		2369				
	9		4481		2271		8619		8083		2584				
	10		4352		2271		9584		7676		2741				
	11		3942		2270		9923		7774		2934				
	12		3719		2271		10048		8047		2832				
	13		3702		2271		9982		8304		2585				
	14		3611		2272		9937		8319		2791				
	15		4157		2272		9670		8278		2463				
	16		4983		2271		8712		8507		2335				
	17		4939		2273		9438		7747		2264				
	18		4865		2274		9115		8033		2250				
	19		4603		2275		9452		7964		2200				
	20		4666		2272		9983		8139		2948				
	21		4584		2272		10216		8481		3156				
	22		4549		2274		9610		8011		3029				
	23		4533		2275		8542		7467		2439				
	24		4351		2275		7715		7159		1882				
