10/21/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		864		302		140		70		2835		0		0
	2		860		296		140		54		2763		0		0
	3		859		303		140		42		2586		0		0
	4		867		305		141		35		2515		0		0
	5		875		305		141		35		2398		0		0
	6		877		301		140		74		2385		0		0
	7		876		297		140		77		2239		0		0
	8		876		299		138		94		2239		343		0
	9		883		302		141		82		2000		1869		52
	10		888		302		141		85		1986		3122		416
	11		888		303		140		93		2339		3496		535
	12		888		306		142		90		2299		3772		535
	13		886		307		143		93		2071		3875		516
	14		886		308		143		91		2167		3982		515
	15		885		307		142		92		2315		3813		353
	16		885		311		143		91		2351		3325		107
	17		885		311		144		94		2552		2252		64
	18		885		308		145		120		2545		596		0
	19		885		308		145		158		2669		0		0
	20		885		301		146		159		2893		0		0
	21		886		302		145		125		2759		0		0
	22		887		301		145		109		2669		0		0
	23		887		294		145		101		2415		0		0
	24		887		293		145		110		2467		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4212		1129		5054		5176		420				
	2		4112		1126		4345		5070		438				
	3		3930		1128		4187		5002		381				
	4		3863		1130		4959		4464		365				
	5		3753		1132		5633		4464		379				
	6		3777		1134		5894		5085		400				
	7		3629		1135		7245		6046		611				
	8		3989		1136		7909		6021		698				
	9		5330		1134		5252		6398		657				
	10		6941		1134		2904		6042		541				
	11		7795		1134		1835		5770		540				
	12		8031		1132		1295		5803		552				
	13		7891		1132		1831		5692		611				
	14		8093		1132		2541		5282		600				
	15		7908		1131		2770		5396		576				
	16		7212		1130		3517		5792		652				
	17		6302		1133		5350		5846		709				
	18		4599		1135		7959		6239		931				
	19		4165		1136		8794		6912		1069				
	20		4385		1136		8762		7054		1129				
	21		4216		1136		8587		6800		1065				
	22		4111		1138		7717		6867		750				
	23		3842		1140		6982		6263		575				
	24		3902		1138		5538		5759		542				
