08/06/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		876		343		204		172		2461		0		0
	2		877		342		203		133		2328		0		0
	3		877		343		203		134		1943		0		0
	4		877		340		204		132		1874		0		0
	5		878		338		203		178		2005		0		0
	6		878		329		202		182		2272		0		0
	7		878		312		200		187		2183		120		0
	8		877		303		198		217		1948		1074		0
	9		876		289		201		238		1757		2511		232
	10		874		294		202		239		1485		3369		346
	11		872		312		202		250		1356		3710		399
	12		872		317		188		252		1491		3865		523
	13		871		325		176		256		1638		3951		661
	14		868		325		194		253		1791		3785		682
	15		865		324		205		253		2178		3797		661
	16		865		330		207		280		2704		3529		660
	17		868		329		206		304		3060		2953		652
	18		870		330		204		359		3130		2317		590
	19		871		327		206		358		3048		1024		346
	20		872		327		207		317		3059		0		0
	21		868		327		206		275		3337		0		0
	22		870		313		205		249		3443		0		0
	23		871		295		206		217		3672		0		0
	24		872		313		206		195		3553		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4057		2264		10279		8613		617				
	2		3883		2268		9470		8775		612				
	3		3500		2269		9289		8787		598				
	4		3427		2272		9054		8772		522				
	5		3603		2274		8918		8932		540				
	6		3862		2273		9510		9283		587				
	7		3879		2269		10516		9211		927				
	8		4617		2269		11283		8963		792				
	9		6105		2269		11007		8958		779				
	10		6809		2271		11836		8830		796				
	11		7102		2273		12761		8876		970				
	12		7508		2269		13365		8453		1291				
	13		7878		2265		13686		8583		1342				
	14		7898		2268		14506		8574		1772				
	15		8284		2266		14749		8475		2402				
	16		8575		2264		14615		8719		2909				
	17		8373		2263		14476		9026		3376				
	18		7800		2256		14446		9496		3233				
	19		6179		2257		14482		9788		3535				
	20		4781		2262		14469		9804		3497				
	21		5013		2263		14649		9987		3024				
	22		5080		2263		14118		9877		2248				
	23		5260		2262		13015		9119		1137				
	24		5138		2266		11022		8848		831				
