03/29/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		924		286		187		325		1228		0		0
	2		925		286		185		320		1085		0		0
	3		925		286		184		319		740		0		0
	4		925		287		184		318		514		0		0
	5		925		290		185		318		397		0		0
	6		926		289		185		317		352		0		0
	7		924		281		184		331		386		4		0
	8		924		294		182		339		376		161		0
	9		921		290		180		347		326		521		94
	10		919		285		177		356		287		899		270
	11		918		291		174		368		253		1181		288
	12		917		296		178		369		219		1259		279
	13		916		300		177		377		194		1148		268
	14		916		307		179		378		110		1120		266
	15		915		314		180		378		77		1174		274
	16		915		327		180		383		121		982		283
	17		915		335		185		385		197		673		186
	18		914		327		186		400		281		332		84
	19		915		329		188		401		314		0		14
	20		916		329		189		402		501		0		0
	21		916		327		189		393		546		0		0
	22		918		330		178		377		652		0		0
	23		921		327		180		364		710		0		0
	24		921		323		184		343		698		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2949		2270		8310		7001		1178				
	2		2800		2271		7874		7132		1158				
	3		2454		2271		8486		6466		1168				
	4		2228		2271		8193		6565		1097				
	5		2113		2272		8293		6530		1089				
	6		2067		2272		8304		7370		1272				
	7		2110		2270		8635		8772		1536				
	8		2275		2271		9318		8974		1803				
	9		2668		2274		10030		8649		1759				
	10		3179		2275		9640		8576		2091				
	11		3471		2276		9591		8601		2277				
	12		3516		2276		9612		8380		2629				
	13		3379		2276		9894		8262		2627				
	14		3276		2275		10288		8176		2615				
	15		3312		2275		10436		8030		2607				
	16		3186		2275		10219		8181		2608				
	17		2873		2276		10303		8261		2483				
	18		2522		2275		10426		8721		2049				
	19		2228		2276		10240		8923		2294				
	20		2332		2274		10603		8967		3114				
	21		2368		2274		10907		8996		2924				
	22		2451		2274		10233		9009		2386				
	23		2497		2275		9655		8472		1829				
	24		2465		2275		9113		7320		1543				
