08/01/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		875		335		202		175		2428		0		0
	2		877		335		202		133		2339		0		0
	3		879		336		203		132		2306		0		0
	4		881		337		202		141		2250		0		0
	5		881		335		203		142		2142		0		0
	6		881		315		201		143		1910		0		0
	7		881		312		204		182		1620		96		0
	8		879		311		204		199		1318		801		0
	9		876		320		204		208		1030		1966		199
	10		857		328		204		224		624		2773		419
	11		831		329		204		232		385		3231		544
	12		830		329		205		252		393		3516		572
	13		830		338		208		262		367		3633		617
	14		830		340		205		283		420		3636		528
	15		829		339		206		334		570		3730		367
	16		828		347		206		364		884		3291		286
	17		828		344		208		366		1150		2755		256
	18		828		353		207		352		1363		2097		240
	19		828		359		205		347		1391		974		127
	20		835		358		207		308		1491		178		7
	21		854		375		207		266		1790		0		0
	22		870		361		204		264		2076		0		0
	23		875		337		203		229		1983		0		0
	24		877		333		206		209		1876		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4015		2269		13788		8000		876				
	2		3887		2270		13829		6463		716				
	3		3856		2270		13645		5800		841				
	4		3812		2271		13378		5582		682				
	5		3702		2270		13292		5836		672				
	6		3450		2268		13587		6239		779				
	7		3296		2268		14103		6766		946				
	8		3712		2266		14801		6929		1150				
	9		4803		2266		15494		7145		1076				
	10		5428		2266		16667		7255		1407				
	11		5756		2266		18145		6944		1849				
	12		6096		2265		19070		7126		2620				
	13		6254		2265		20801		6368		3101				
	14		6242		2264		21663		6699		3799				
	15		6375		2265		22911		6730		3971				
	16		6206		2264		24396		6206		3997				
	17		5906		2264		24489		6385		4362				
	18		5440		2265		24186		6611		4358				
	19		4232		2263		23882		6997		4240				
	20		3384		2262		22707		7330		4176				
	21		3492		2261		20565		9030		3636				
	22		3775		2262		19123		8927		3081				
	23		3627		2264		17468		8686		2125				
	24		3502		2264		16228		7808		1268				
