10/10/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		875		277		157		130		3730		0		0
	2		876		276		156		123		3652		0		0
	3		877		278		156		89		3447		0		0
	4		876		279		155		88		3092		0		0
	5		876		275		155		124		2888		0		0
	6		876		255		156		123		2587		0		0
	7		876		250		155		123		2389		0		0
	8		874		254		142		119		2407		474		0
	9		875		269		143		119		1967		2047		78
	10		874		274		142		152		1616		3183		399
	11		869		276		143		156		1157		3652		473
	12		869		275		145		166		682		4055		552
	13		870		275		144		173		677		3998		526
	14		866		275		148		175		1121		3949		513
	15		863		275		152		183		1530		3686		300
	16		866		278		155		182		1837		3393		198
	17		866		284		155		180		2052		2455		344
	18		866		301		157		192		2151		912		156
	19		867		300		158		228		2607		0		0
	20		868		300		158		192		3042		0		0
	21		869		290		156		186		3191		0		0
	22		870		265		152		159		3001		0		0
	23		869		261		156		161		2513		0		0
	24		871		261		159		150		2312		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5169		1132		13987		4960		518				
	2		5083		1133		13220		4715		480				
	3		4847		1134		12827		4705		385				
	4		4491		1134		12840		4675		403				
	5		4318		1133		13420		4577		418				
	6		3997		1132		14772		4853		487				
	7		3792		1132		17077		6218		692				
	8		4270		1132		17984		6435		583				
	9		5498		1131		17302		6264		638				
	10		6640		1133		16716		5651		620				
	11		6726		1133		17412		6068		505				
	12		6745		1133		17822		6075		620				
	13		6663		1133		18444		6236		713				
	14		7047		1132		18871		6514		807				
	15		6988		1131		18924		6925		1195				
	16		6907		1133		19557		7148		1198				
	17		6337		1135		20031		7379		1371				
	18		4735		1135		20907		7785		1456				
	19		4160		1135		20925		8056		1372				
	20		4560		1135		20709		7920		1443				
	21		4692		1134		19657		7646		1341				
	22		4447		1135		18741		7773		1105				
	23		3960		1135		17959		7039		636				
	24		3753		1135		16259		6379		651				
