10/15/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		299		159		121		851		0		0
	2		887		295		161		113		968		0		0
	3		886		290		161		76		1222		0		0
	4		886		288		162		72		1334		0		0
	5		886		284		164		111		1412		0		0
	6		885		266		162		116		1426		0		0
	7		885		264		160		118		2064		0		0
	8		885		269		161		135		1837		296		0
	9		884		293		161		139		1886		1226		0
	10		884		304		159		148		1806		2506		120
	11		886		308		156		140		2070		3168		194
	12		885		306		155		143		2397		3282		420
	13		885		305		156		138		2573		3339		400
	14		885		305		158		135		2480		3267		393
	15		885		306		158		135		2379		3156		463
	16		885		309		162		144		2425		2842		492
	17		885		308		161		159		2554		2052		417
	18		885		302		162		162		2681		574		103
	19		886		300		163		171		2576		0		0
	20		886		300		162		205		2138		0		0
	21		886		297		162		170		2160		0		0
	22		888		296		162		145		2333		0		0
	23		888		294		161		121		2127		0		0
	24		888		289		163		116		2092		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2315		1118		16993		4856		566				
	2		2424		1119		16178		4204		461				
	3		2636		1119		15590		3945		432				
	4		2742		1119		15316		4153		441				
	5		2857		1120		15728		3963		408				
	6		2855		1120		17362		4578		497				
	7		3492		1120		18598		5467		884				
	8		3583		1120		19658		5725		1161				
	9		4590		1120		18901		5541		1116				
	10		5926		1120		18120		5473		983				
	11		6922		1120		17681		5660		1033				
	12		7588		1120		17494		5632		861				
	13		7795		1119		17367		5680		919				
	14		7623		1119		17872		5490		1101				
	15		7481		1118		17624		5999		1247				
	16		7259		1118		18078		6148		1273				
	17		6537		1117		18574		6539		1337				
	18		4869		1117		19833		6329		1508				
	19		4095		1118		21290		6663		1527				
	20		3691		1119		21901		7004		1701				
	21		3676		1119		21251		6787		1576				
	22		3824		1120		19521		6870		1298				
	23		3590		1122		17787		5785		1004				
	24		3548		1119		16054		5213		888				
