01/13/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		926		344		214		297		150		0		0
	2		926		343		213		291		135		0		0
	3		927		344		213		254		167		0		0
	4		927		345		213		254		242		0		0
	5		910		342		211		256		259		0		0
	6		913		341		209		263		268		0		0
	7		931		339		207		311		252		0		0
	8		948		341		207		313		270		75		0
	9		955		332		201		303		213		370		0
	10		946		332		199		303		143		616		26
	11		937		314		199		321		153		822		34
	12		944		309		200		328		336		1032		27
	13		957		313		202		326		436		1007		14
	14		945		313		203		356		875		920		5
	15		923		310		203		356		1232		725		0
	16		924		308		203		355		1266		436		0
	17		925		311		201		372		1369		88		0
	18		948		310		201		377		965		0		0
	19		958		310		201		413		475		0		0
	20		957		312		207		371		674		0		0
	21		941		312		211		347		1166		0		0
	22		921		312		211		347		1130		0		0
	23		917		313		209		334		1130		0		0
	24		923		314		210		304		1139		5		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		1918		2274		11903		5480		1544				
	2		1902		2275		11666		5016		1433				
	3		1898		2273		11246		5027		1462				
	4		1978		2271		11210		5035		1433				
	5		1971		2272		11427		5027		1436				
	6		1981		2274		11843		5130		1490				
	7		2026		2274		12098		5588		1536				
	8		2142		2275		12601		5542		1649				
	9		2360		2275		12744		5523		1984				
	10		2550		2275		12854		5462		1948				
	11		2766		2276		12738		5305		1905				
	12		3174		2274		12109		5291		1801				
	13		3256		2273		11878		5070		1718				
	14		3616		2273		11177		4895		1839				
	15		3749		2272		11129		4707		1824				
	16		3493		2270		11585		4777		1769				
	17		3266		2270		11849		5731		2078				
	18		2797		2271		13751		6892		2903				
	19		2354		2271		14830		7385		3061				
	20		2518		2271		14859		7341		2759				
	21		2975		2272		14034		7434		2458				
	22		2920		2273		13662		6758		2086				
	23		2903		2275		12616		5959		1897				
	24		2894		2274		11586		5546		1408				
