12/15/14			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1055		271		180		154		75		0		0		
	2		1056		272		180		151		131		0		0		
	3		1056		272		180		152		264		0		0		
	4		1056		271		180		152		287		0		0		
	5		1056		271		176		171		252		0		0		
	6		1057		272		180		172		307		0		0		
	7		1056		264		177		181		489		0		0		
	8		1057		256		176		237		970		292		0		
	9		1056		257		176		239		893		1195		0		
	10		1054		244		169		253		883		1830		0		
	11		1054		264		168		228		1049		2139		0		
	12		1054		254		169		233		1027		2487		0		
	13		1056		252		168		230		882		2477		0		
	14		1056		255		168		229		526		2025		0		
	15		1057		256		157		231		616		1261		0		
	16		1056		255		157		234		358		491		3		
	17		1056		246		158		267		276		0		0		
	18		1056		248		156		302		194		0		0		
	19		1057		244		156		294		276		0		0		
	20		1057		248		157		305		435		0		0		
	21		1058		250		162		270		317		0		0		
	22		1058		250		165		274		436		0		0		
	23		1057		234		169		242		327		0		0		
	24		1057		220		168		241		337		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1737		2256		10480		5968		714						
	2		1792		2257		9746		5881		695						
	3		1924		2259		9331		5805		687						
	4		1946		2258		9499		5616		681						
	5		1926		2259		10293		5449		727						
	6		1988		2260		10795		6293		956						
	7		2167		2258		11426		7950		1173						
	8		2987		2258		12256		7929		1462						
	9		3816		2258		12691		7543		1213						
	10		4433		2258		12772		7251		1205						
	11		4902		2258		12391		7150		951						
	12		5226		2258		11252		7802		985						
	13		5065		2258		11086		7936		1033						
	14		4259		2259		11931		7862		975						
	15		3577		2258		12208		8125		959						
	16		2555		2259		13357		7966		1090						
	17		2003		2258		14359		8283		1789						
	18		1956		2260		16711		8372		2106						
	19		2027		2259		16693		8545		2056						
	20		2203		2259		16184		8610		1790						
	21		2056		2260		15358		8652		1956						
	22		2183		2259		14218		8480		1533						
	23		2029		2259		13276		7692		945						
	24		2024		2260		11389		7151		831						
