12/13/12			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		924		357		207		281		902		0		0
	2		925		349		207		253		1199		0		0
	3		925		350		206		249		1458		0		0
	4		925		352		207		250		1424		0		0
	5		926		351		207		253		1226		0		0
	6		925		358		206		292		818		0		0
	7		923		336		205		293		531		1		0
	8		923		335		205		325		387		82		0
	9		920		344		203		322		245		251		0
	10		919		346		204		323		131		241		0
	11		921		345		203		328		152		309		0
	12		921		346		202		331		184		381		0
	13		921		343		206		330		203		336		0
	14		920		347		208		374		297		304		0
	15		920		348		207		385		205		114		0
	16		921		352		187		389		239		50		0
	17		921		354		194		390		460		0		0
	18		920		350		207		385		626		0		0
	19		919		338		209		384		744		0		0
	20		919		353		210		380		1132		0		0
	21		919		364		212		379		1651		0		0
	22		921		370		209		328		1733		0		0
	23		924		365		209		307		1911		0		0
	24		924		368		207		302		2106		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2668		2161		9276		6694		1156				
	2		2929		1984		9010		6242		1164				
	3		3186		1805		8560		6322		1199				
	4		3155		1626		9145		6082		1243				
	5		2960		1488		9650		6209		1223				
	6		2596		1330		10805		6868		1208				
	7		2289		1273		12543		7314		2035				
	8		2258		1269		14160		7385		2133				
	9		2286		1195		14777		7676		1780				
	10		2163		1127		15838		7271		1533				
	11		2256		1127		15701		7381		1528				
	12		2363		1126		15576		7279		1512				
	13		2339		1126		15364		7214		1472				
	14		2450		1157		15193		7044		1464				
	15		2179		1273		14830		7280		1470				
	16		2137		1315		14663		7416		1540				
	17		2320		1353		15576		7062		1911				
	18		2484		1413		17803		7089		2710				
	19		2586		1471		18263		6972		2623				
	20		2991		1537		17762		7139		2255				
	21		3522		1623		16649		7159		2036				
	22		3557		1717		15234		7222		1545				
	23		3712		1794		13308		6774		1254				
	24		3903		1795		10912		6491		1192				
