04/29/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		905		317		185		275		2992		0		0
	2		894		329		181		277		2957		0		0
	3		860		329		181		277		2878		0		0
	4		855		329		182		277		2674		0		0
	5		832		329		182		277		2419		0		0
	6		833		325		183		277		2335		0		0
	7		833		326		185		290		2119		44		0
	8		835		327		184		303		1685		332		0
	9		832		328		182		317		1461		748		180
	10		830		324		182		324		1488		1036		285
	11		829		326		180		319		1202		1221		300
	12		828		322		180		322		1059		1292		300
	13		827		306		182		327		1111		1311		299
	14		827		304		183		352		1317		1307		301
	15		827		308		181		373		1563		1271		307
	16		827		310		179		373		1974		1143		308
	17		826		312		179		379		2553		914		293
	18		826		309		181		378		2646		584		242
	19		827		309		184		378		2728		187		118
	20		828		310		185		362		2914		0		1
	21		828		311		186		352		3103		0		0
	22		830		310		184		339		3058		0		0
	23		833		311		181		317		3161		0		0
	24		834		311		182		304		3136		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4672		2278		5610		7940		1900				
	2		4636		2278		5178		7572		1765				
	3		4524		2276		5098		7368		1766				
	4		4314		2276		5193		7362		1771				
	5		4036		2275		5491		7849		1767				
	6		3950		2273		6370		8361		1761				
	7		3796		2273		8100		8464		2180				
	8		3665		2273		9189		9062		2361				
	9		4048		2272		9821		8833		2489				
	10		4469		2273		10377		8742		2526				
	11		4376		2274		11049		9144		2482				
	12		4303		2273		11778		9136		2493				
	13		4362		2272		12055		9024		2853				
	14		4592		2271		12639		8821		3004				
	15		4831		2272		13043		8743		2876				
	16		5114		2271		12892		8757		3025				
	17		5457		2272		12788		8560		3109				
	18		5166		2273		12495		8738		3236				
	19		4730		2273		12252		8703		3241				
	20		4608		2272		11635		8972		3601				
	21		4777		2269		12155		8965		3457				
	22		4718		2268		11065		9055		2896				
	23		4801		2271		9981		8148		1983				
	24		4764		2271		8149		8075		1730				
