08/05/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		879		365		203		171		2582		0		0
	2		879		367		204		170		2470		0		0
	3		880		367		204		167		1938		0		0
	4		879		362		204		128		1391		0		0
	5		878		359		201		129		1092		0		0
	6		878		367		201		167		1216		0		0
	7		878		363		202		172		1345		119		0
	8		878		363		199		212		1404		1084		0
	9		877		364		202		229		1293		2480		191
	10		876		365		203		230		954		3295		278
	11		876		369		204		238		775		3782		317
	12		875		366		203		238		515		3985		377
	13		875		377		202		247		473		4028		421
	14		875		376		201		244		551		3980		416
	15		874		377		204		248		823		3969		392
	16		873		380		205		275		1199		3769		329
	17		874		379		205		304		1576		3185		321
	18		874		381		206		325		1757		2359		313
	19		874		369		204		326		1957		1053		190
	20		875		348		203		294		2022		0		4
	21		875		347		203		265		2187		0		0
	22		876		353		203		251		2215		0		0
	23		877		334		202		218		2183		0		0
	24		877		336		203		189		2312		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4200		2263		11345		7688		620				
	2		4089		2262		10494		7792		598				
	3		3557		2262		10246		7709		577				
	4		2963		2264		10698		7438		629				
	5		2659		2264		10473		8223		659				
	6		2829		2264		10919		8413		658				
	7		3078		2266		10292		9538		651				
	8		4140		2266		10691		9523		784				
	9		5637		2266		11227		9202		808				
	10		6202		2265		12171		8817		1074				
	11		6560		2261		13261		8571		1287				
	12		6559		2261		13845		9035		1165				
	13		6624		2260		14254		8669		1529				
	14		6643		2255		15140		8724		1830				
	15		6887		2250		15827		8478		2232				
	16		7030		2256		15999		8655		2439				
	17		6845		2263		16364		8630		2695				
	18		6214		2264		15779		9453		2829				
	19		4974		2264		15799		9885		2658				
	20		3746		2263		15762		9782		2739				
	21		3877		2265		15751		10179		2470				
	22		3899		2262		14478		10233		2267				
	23		3814		2259		13529		9432		1318				
	24		3918		2262		11686		9238		763				
