10/01/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		886		288		170		128		2820		0		0
	2		887		290		166		91		2897		0		0
	3		887		291		166		93		2903		0		0
	4		888		290		165		93		3017		0		0
	5		888		286		164		93		2831		0		0
	6		887		282		165		93		2579		0		0
	7		882		270		168		125		2137		0		0
	8		882		273		169		170		1673		645		0
	9		881		272		167		191		1368		2341		132
	10		881		273		166		193		1253		3374		521
	11		881		275		162		194		1501		4059		581
	12		881		280		163		186		1553		4242		569
	13		880		283		160		180		1610		4221		557
	14		880		283		163		189		1560		4228		557
	15		880		281		161		179		1218		4173		566
	16		880		273		166		159		1159		3749		563
	17		880		283		166		160		925		2917		509
	18		881		283		167		160		668		1248		265
	19		881		275		170		163		474		0		4
	20		882		269		166		199		419		0		0
	21		882		271		165		155		325		0		0
	22		883		268		163		150		353		0		0
	23		882		239		166		124		361		0		0
	24		887		250		171		117		363		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4292		2274		13463		5452		456				
	2		4331		2276		12350		5432		442				
	3		4339		2277		11870		5060		436				
	4		4453		2275		11524		4912		421				
	5		4263		2275		12162		5152		440				
	6		4006		2274		13542		5075		560				
	7		3583		2273		15998		6955		502				
	8		3811		2272		16408		7041		733				
	9		5352		2271		15606		6367		705				
	10		6661		2272		15290		6234		717				
	11		7653		2272		15178		6735		654				
	12		7874		2270		15675		6733		752				
	13		7890		2269		16049		7047		1343				
	14		7859		2269		16913		7236		1174				
	15		7458		2265		18158		7341		1073				
	16		6947		2263		19189		7719		1199				
	17		5840		2264		20386		7728		1499				
	18		3673		2264		21978		7833		1735				
	19		1968		2265		23447		8093		1591				
	20		1934		2267		23710		8802		1838				
	21		1798		2267		22663		8903		1541				
	22		1817		2268		21334		8672		970				
	23		1772		2267		18903		7456		808				
	24		1787		2267		16765		6819		515				
