05/01/13			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		840		291		169		289		3560		0		0
	2		840		293		169		284		3463		0		0
	3		840		293		167		285		3169		0		0
	4		840		305		167		285		2676		0		0
	5		840		307		167		284		1941		0		0
	6		841		301		166		284		1594		0		0
	7		839		299		166		292		1540		41		0
	8		838		296		161		303		1507		310		0
	9		836		295		157		319		1669		727		179
	10		835		291		157		319		2304		1051		276
	11		835		303		153		323		2428		1239		293
	12		835		304		157		348		2397		1309		290
	13		835		312		151		375		2266		1321		285
	14		834		316		150		379		2029		1314		286
	15		833		310		159		376		1668		1292		295
	16		832		313		162		375		1286		1173		303
	17		833		317		169		379		1119		935		299
	18		832		313		174		387		1174		604		277
	19		831		317		175		389		1007		226		154
	20		832		313		174		379		749		0		10
	21		833		303		172		363		626		0		0
	22		833		299		171		354		512		0		0
	23		835		297		171		324		534		0		0
	24		836		295		170		317		586		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		5146		2271		7373		6740		1491				
	2		5046		2271		7004		6621		1287				
	3		4751		2274		7436		6286		1225				
	4		4268		2275		7346		6547		1348				
	5		3536		2271		7922		6813		1520				
	6		3184		2271		8634		7356		1402				
	7		3176		2273		9262		8034		1752				
	8		3415		2273		10634		8151		1857				
	9		4182		2271		11042		8047		1992				
	10		5233		2271		10557		8272		1961				
	11		5575		2274		10247		8420		2175				
	12		5640		2270		10372		8108		2676				
	13		5545		2272		10640		8223		2687				
	14		5308		2272		10890		8261		3067				
	15		4934		2272		11211		8620		3331				
	16		4443		2272		11891		8921		3207				
	17		4051		2271		12325		8959		3395				
	18		3761		2271		12248		9121		3540				
	19		3101		2271		12413		9136		3669				
	20		2485		2272		12664		9459		3812				
	21		2293		2273		13290		9988		3795				
	22		2168		2271		12612		9818		3450				
	23		2159		2270		12054		9344		1946				
	24		2202		2272		10857		8120		1647				
