08/21/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		878		348		186		163		1492		0		0
	2		879		348		187		153		1281		0		0
	3		880		349		187		117		1040		0		0
	4		879		351		187		118		1009		0		0
	5		879		348		187		116		891		0		0
	6		879		332		187		157		789		0		0
	7		880		323		186		157		741		50		0
	8		879		343		182		162		536		766		0
	9		879		348		184		176		290		2280		247
	10		879		351		183		185		172		3152		530
	11		878		350		182		191		101		3851		566
	12		878		352		185		190		84		3904		391
	13		876		358		187		219		277		3361		298
	14		875		361		188		204		346		2849		304
	15		874		359		188		232		261		2409		297
	16		872		364		188		284		409		2334		289
	17		872		363		188		283		680		1907		270
	18		873		365		188		283		1285		1337		293
	19		873		361		186		282		1095		525		119
	20		873		361		185		249		1100		0		0
	21		873		358		186		227		1321		0		0
	22		874		349		186		220		1461		0		0
	23		875		347		186		199		1374		0		0
	24		876		347		186		177		1137		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3066		1636		12130		7519		800				
	2		2847		1637		11589		7539		781				
	3		2572		1651		11458		7360		790				
	4		2544		1686		11167		7350		747				
	5		2422		1806		11447		7298		763				
	6		2344		1992		12111		7369		706				
	7		2338		2149		12456		8397		943				
	8		2868		2236		12954		8484		1018				
	9		4403		2241		12771		8539		1028				
	10		5452		2241		13139		8316		1213				
	11		6119		2237		13985		7999		1143				
	12		5984		2239		14285		8830		1181				
	13		5576		2252		15637		8907		1164				
	14		5127		2261		16490		9419		1630				
	15		4620		2265		17572		9533		2182				
	16		4740		2268		17351		10167		2798				
	17		4563		2270		17674		10289		3187				
	18		4623		2270		16828		10643		3296				
	19		3440		2272		17957		9508		3348				
	20		2768		2271		18025		9309		3142				
	21		2966		2270		18141		9541		2686				
	22		3091		2271		17086		9239		1963				
	23		2981		2270		14853		9156		1464				
	24		2723		2268		13800		7969		958				
