06/30/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		360		196		220		2534		0		0
	2		882		361		196		163		2545		0		0
	3		883		358		196		161		2367		0		0
	4		884		362		196		161		2179		0		0
	5		883		357		196		161		1825		0		0
	6		883		340		194		206		1432		0		0
	7		885		334		194		216		1199		317		0
	8		882		333		193		249		903		1423		91
	9		881		336		192		250		538		2549		467
	10		882		336		187		267		453		3242		574
	11		879		337		189		277		559		3696		593
	12		881		336		195		298		400		3895		606
	13		878		334		193		294		318		3945		612
	14		876		326		191		303		267		3944		628
	15		877		320		193		324		336		3889		622
	16		877		323		193		325		586		3635		459
	17		877		315		194		362		1020		3149		448
	18		878		308		194		332		1372		2423		421
	19		879		312		194		359		1814		1294		327
	20		880		318		189		319		2417		276		50
	21		881		335		193		315		2835		0		0
	22		882		337		193		309		3006		0		0
	23		885		338		193		291		2961		0		0
	24		882		334		192		246		2865		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4190		2282		7856		9346		1523				
	2		4146		2283		7295		9283		1198				
	3		3965		2283		7246		8913		1122				
	4		3781		2283		7077		8916		1086				
	5		3422		2282		7520		8947		1095				
	6		3055		2281		8622		9491		965				
	7		3145		2279		10000		9319		1108				
	8		4075		2278		10831		8908		1666				
	9		5215		2278		11541		9156		1648				
	10		5941		2278		12472		9089		1759				
	11		6531		2279		13624		8936		1846				
	12		6610		2279		14965		8755		2212				
	13		6575		2279		15823		8672		2810				
	14		6535		2278		16557		8708		3558				
	15		6561		2277		17712		8804		3638				
	16		6399		2277		18901		8555		3681				
	17		6366		2276		19359		8504		3760				
	18		5928		2277		19245		8763		3810				
	19		5178		2277		19400		8591		3633				
	20		4449		2277		18780		8811		3390				
	21		4560		2276		17231		9519		3741				
	22		4726		2276		15155		9849		3465				
	23		4667		2276		12902		9844		2677				
	24		4518		2275		11209		9115		2060				
