10/11/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		870		261		159		122		2380		0		0
	2		871		258		159		87		2171		0		0
	3		871		260		155		88		1978		0		0
	4		872		271		150		87		1569		0		0
	5		872		282		152		85		1180		0		0
	6		872		280		156		128		652		0		0
	7		872		281		157		122		559		0		0
	8		873		288		156		119		475		453		0
	9		872		293		156		120		393		2034		99
	10		871		293		155		138		319		3266		395
	11		870		291		155		154		180		3826		511
	12		868		292		156		156		117		3973		539
	13		867		292		165		173		102		3910		519
	14		866		292		168		177		85		3941		513
	15		865		293		166		177		91		3850		528
	16		864		294		166		191		230		3434		480
	17		864		293		169		197		625		2501		419
	18		864		292		166		246		1134		878		169
	19		864		294		169		247		1427		0		0
	20		865		292		170		246		1748		0		0
	21		868		289		170		199		1888		0		0
	22		876		291		171		173		1883		0		0
	23		878		291		171		167		2129		0		0
	24		878		284		171		150		2262		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		3792		1135		15432		5441		415				
	2		3547		1136		14686		5250		402				
	3		3352		1135		14157		5281		367				
	4		2949		1135		14180		5213		360				
	5		2570		1136		14444		5296		406				
	6		2088		1135		15373		5285		420				
	7		1991		1133		16379		6058		482				
	8		2364		1133		16135		6406		447				
	9		3966		1134		15309		6460		452				
	10		5435		1133		14520		6415		466				
	11		5987		1133		14520		6588		439				
	12		6100		1134		14896		6733		491				
	13		6028		1133		15574		6728		581				
	14		6043		1133		15962		7021		698				
	15		5971		1133		16708		6997		970				
	16		5659		1132		17774		6818		1157				
	17		5068		1133		18577		7048		1483				
	18		3749		1133		19722		7198		1550				
	19		3002		1134		20796		7422		1699				
	20		3320		1137		20758		7667		1845				
	21		3416		1138		19938		7694		1413				
	22		3394		1138		19047		7521		997				
	23		3636		1138		17700		6645		633				
	24		3745		1138		16156		5965		525				
