07/11/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		888		354		207		191		2967		0		0
	2		888		355		204		181		2633		0		0
	3		889		354		204		172		2598		0		0
	4		889		344		204		141		2599		0		0
	5		889		329		204		138		2489		0		0
	6		889		312		201		138		2252		0		0
	7		890		308		200		171		2120		263		0
	8		884		323		201		178		1941		1364		32
	9		884		341		202		187		1700		2575		236
	10		880		338		202		193		1434		3315		333
	11		880		343		203		204		1115		3771		405
	12		878		354		203		212		1137		4014		480
	13		878		359		203		225		1317		3990		488
	14		879		350		205		218		1848		3955		549
	15		875		359		205		232		2229		3879		627
	16		878		364		203		241		2495		3365		661
	17		878		360		204		271		3019		2846		649
	18		874		364		205		307		3290		2027		614
	19		874		362		205		286		3596		973		430
	20		879		360		205		259		3698		167		49
	21		880		352		205		235		3637		0		0
	22		884		340		205		211		3684		0		0
	23		887		351		205		209		3930		0		0
	24		883		350		205		197		3943		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		4607		1885		9724		9241		907				
	2		4263		1883		8533		9347		897				
	3		4216		1884		8088		9214		787				
	4		4176		1885		8008		8974		785				
	5		4049		1884		8035		9216		895				
	6		3790		1881		9101		9142		964				
	7		3951		1879		9546		9699		969				
	8		4922		1882		10124		9546		1163				
	9		6126		1885		10557		9327		1152				
	10		6696		1886		11169		9415		1312				
	11		6921		1887		12471		9052		1395				
	12		7277		1886		13548		8711		1343				
	13		7460		1885		13842		8581		1644				
	14		8003		1882		13983		8175		2310				
	15		8407		1882		14115		8291		2672				
	16		8207		1882		14815		8291		3061				
	17		8227		1882		15214		8065		3290				
	18		7682		1882		14988		8296		3519				
	19		6725		1883		14902		8509		3470				
	20		5617		1883		14320		8923		3462				
	21		5310		1884		14011		9687		2916				
	22		5325		1886		13613		9586		2580				
	23		5583		1887		12093		9498		1814				
	24		5578		1887		10594		9221		1216				
