08/15/14			Hourly Breakdown of Renewable Resources (MW)												
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL				
	1		880		328		203		161		1389		0		0
	2		881		333		203		132		1522		0		0
	3		881		337		203		135		1424		0		0
	4		881		341		202		135		1167		0		0
	5		882		338		201		137		1024		0		0
	6		883		337		202		176		986		0		0
	7		886		333		200		177		1006		89		0
	8		886		336		201		177		735		1103		2
	9		885		335		201		188		535		2583		303
	10		884		335		194		205		484		3463		506
	11		882		339		183		215		465		3976		545
	12		881		338		201		228		424		4179		581
	13		879		351		204		240		504		4164		628
	14		878		352		201		252		553		4118		660
	15		878		352		203		261		740		4073		678
	16		877		353		206		273		966		3855		684
	17		877		353		206		276		1100		3231		668
	18		877		354		204		314		1178		2202		545
	19		878		350		204		315		1377		809		286
	20		879		335		204		278		1669		0		3
	21		880		326		205		240		2012		0		0
	22		882		310		205		237		2227		0		0
	23		883		294		205		228		2432		0		0
	24		883		295		204		192		2445		0		0
															
															
			Hourly Breakdown of Total Production by Resource Type (MW)												
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO					
	1		2962		1140		14269		7096		678				
	2		3071		1137		13142		6961		640				
	3		2980		1097		12874		6693		655				
	4		2727		1096		12690		6691		645				
	5		2582		1093		13473		6507		775				
	6		2583		1093		13767		6905		684				
	7		2691		1094		14247		7508		700				
	8		3441		1095		14751		7524		916				
	9		5030		1096		15111		7050		1025				
	10		6071		1096		15526		7166		1048				
	11		6605		1096		15903		7977		1072				
	12		6831		1096		16724		8337		1351				
	13		6970		1096		17639		8650		1523				
	14		7014		1095		18533		9054		1803				
	15		7184		1094		18925		9181		2755				
	16		7214		1095		19380		9744		3078				
	17		6710		1094		19965		9969		3411				
	18		5675		1093		20295		10124		3573				
	19		4219		1093		20452		10221		3408				
	20		3369		1094		20030		10097		3020				
	21		3663		1094		19458		10252		2516				
	22		3861		1095		17656		9845		2496				
	23		4041		1096		16612		9003		1326				
	24		4020		1096		14648		8239		856				
